2020-06-06 12:51:17.797998
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:nrmse  mean=0.0356502835776875 std=0.022452329748414705
ys:r2     mean=0.8765934205943537 std=0.1595014321183757
ys:adj-r2 mean=1.1504468399079972 std=0.19805890085459832
--------------------
el:rmse   mean=0.03621529042720795 std=0.03901943936944008
el:nrmse  mean=0.18577972426619094 std=0.1628125042710353
el:r2     mean=0.7334233868719348 std=0.4597674523955167
el:adj-r2 mean=1.2992982964656048 std=0.5093722442197076


2020-06-09 00:42:55.124391
Learning rate: 0.0003, Weight decay: 0.0005, LR adjust start: 40000
Overall Results
ys:rmse   mean=10.871521949768066 std=4.434509754180908
ys:nrmse  mean=0.0423534349692246 std=0.020705274477578996
ys:r2     mean=0.9097293088409962 std=0.020810713470027
ys:adj-r2 mean=1.1064563990272418 std=0.023177013719468984
--------------------
el:rmse   mean=0.01699824631214142 std=0.003876138711348176
el:nrmse  mean=0.10251879767028065 std=0.05327359091310094
el:r2     mean=0.9636583397228105 std=0.01599135032206703
el:adj-r2 mean=1.0437817353526528 std=0.020741587845381458


2020-06-09 01:44:58.708688
Learning rate: 0.0005, Weight decay: 0.0005, LR adjust start: 20000
Overall Results
ys:rmse   mean=9.102777481079102 std=3.841520309448242
ys:nrmse  mean=0.0351102508389297 std=0.01777588339291563
ys:r2     mean=0.9168621536719718 std=0.04084924931768182
ys:adj-r2 mean=1.098175874520398 std=0.049519040367967594
--------------------
el:rmse   mean=0.015748849138617516 std=0.004769841209053993
el:nrmse  mean=0.09652541506593533 std=0.05590829369681767
el:r2     mean=0.9698108786632085 std=0.014251756758297393
el:adj-r2 mean=1.0362712367266902 std=0.018324524519840454


2020-06-09 02:51:56.334216
Learning rate: 0.0005, Weight decay: 0.0005, LR adjust start: 30000
Overall Results
ys:rmse   mean=10.303811073303223 std=5.662350654602051
ys:nrmse  mean=0.04012469536021317 std=0.025426646134263136
ys:r2     mean=0.9036790428813545 std=0.05373954433303824
ys:adj-r2 mean=1.1119430925829998 std=0.058967393852018324
--------------------
el:rmse   mean=0.01640443690121174 std=0.004343176260590553
el:nrmse  mean=0.09969000857332713 std=0.05445737038403409
el:r2     mean=0.9669994704099729 std=0.014112938627355805
el:adj-r2 mean=1.0397299334108705 std=0.018346867865643535


2020-06-09 03:55:22.013802
Learning rate: 0.0005, Weight decay: 0.0005, LR adjust start: 40000
Overall Results
ys:rmse   mean=9.283365249633789 std=1.9978876113891602
ys:nrmse  mean=0.03511901807088463 std=0.0101494615505634
ys:r2     mean=0.8841003364092854 std=0.09678638739066307
ys:adj-r2 mean=1.1391538509568044 std=0.12096346413127153
--------------------
el:rmse   mean=0.016598891466856003 std=0.0045628622174263
el:nrmse  mean=0.10181464814816601 std=0.057573101158219606
el:r2     mean=0.9659351844001856 std=0.015159465290468493
el:adj-r2 mean=1.0408365813786289 std=0.01949751929526331


2020-06-09 04:44:40.749710
Learning rate: 0.001, Weight decay: 0.0005, LR adjust start: 20000
Overall Results
ys:rmse   mean=9.916107177734375 std=4.284605503082275
ys:nrmse  mean=0.03834602960555382 std=0.01834454506093715
ys:r2     mean=0.918780996010789 std=0.04990279796787958
ys:adj-r2 mean=1.0965134397184777 std=0.06215060088145764
--------------------
el:rmse   mean=0.03664340451359749 std=0.03888576850295067
el:nrmse  mean=0.1901377935196491 std=0.16176061526868984
el:r2     mean=0.733822497651793 std=0.4601096032785209
el:adj-r2 mean=1.2986585245778923 std=0.50982611148522


2020-06-09 05:44:09.862325
Learning rate: 0.001, Weight decay: 0.0005, LR adjust start: 30000
Overall Results
ys:rmse   mean=11.595508575439453 std=5.713573932647705
ys:nrmse  mean=0.045676148704428425 std=0.026693831239457136
ys:r2     mean=0.8958791672587022 std=0.037643504226914114
ys:adj-r2 mean=1.122050324359137 std=0.04180903602087319
--------------------
el:rmse   mean=0.016604285687208176 std=0.004336644895374775
el:nrmse  mean=0.10115434451514649 std=0.055396495127187535
el:r2     mean=0.9662117831715846 std=0.014284113279440323
el:adj-r2 mean=1.0406235418694287 std=0.018555877124499597


2020-06-09 06:52:22.522608
Learning rate: 0.001, Weight decay: 0.0005, LR adjust start: 40000
Overall Results
ys:rmse   mean=13.923696517944336 std=7.80142879486084
ys:nrmse  mean=0.05505942812486545 std=0.035419769778584166
ys:r2     mean=0.856906600614102 std=0.08135049081860042
ys:adj-r2 mean=1.1657058504203408 std=0.0862614703203595
--------------------
el:rmse   mean=0.01743578538298607 std=0.004569639451801777
el:nrmse  mean=0.10468029074946061 std=0.053503481521275716
el:r2     mean=0.9637811753259413 std=0.012720457715160059
el:adj-r2 mean=1.0432438774770154 std=0.016343786451595562


2020-06-09 07:42:32.689219
Learning rate: 0.003, Weight decay: 0.0005, LR adjust start: 20000
Overall Results
ys:rmse   mean=8.642867088317871 std=3.396599292755127
ys:nrmse  mean=0.033226881363747414 std=0.01531480051577919
ys:r2     mean=0.9346688932944811 std=0.030097849517656376
ys:adj-r2 mean=1.0773010352439782 std=0.03405845763171767
--------------------
el:rmse   mean=0.06649872660636902 std=0.05763303488492966
el:nrmse  mean=0.37072109779627616 std=0.3582017168456998
el:r2     mean=-0.5390155859706899 std=2.305759042270525
el:adj-r2 mean=2.8989560679425446 std=2.849705338911441


2020-06-09 08:41:50.067902
Learning rate: 0.003, Weight decay: 0.0005, LR adjust start: 30000
Overall Results
ys:rmse   mean=11.463253021240234 std=5.121614456176758
ys:nrmse  mean=0.0448619944712622 std=0.024067572994708467
ys:r2     mean=0.8943187962089179 std=0.03661961310359996
ys:adj-r2 mean=1.1240047307095031 std=0.040308388562852834
--------------------
el:rmse   mean=0.06263961642980576 std=0.053810495883226395
el:nrmse  mean=0.27874145420355073 std=0.17263795258000017
el:r2     mean=-0.4573062082928267 std=2.3096691995600374
el:adj-r2 mean=2.769583144033896 std=2.857890077752841


2020-06-09 09:48:59.630773
Learning rate: 0.003, Weight decay: 0.0005, LR adjust start: 40000
Overall Results
ys:rmse   mean=12.31702995300293 std=5.586188793182373
ys:nrmse  mean=0.04783345169309169 std=0.02500618096845389
ys:r2     mean=0.8709867565625355 std=0.07211831186261321
ys:adj-r2 mean=1.148894527916609 std=0.0767231782376907
--------------------
el:rmse   mean=0.06682776659727097 std=0.057374950498342514
el:nrmse  mean=0.37309043515551077 std=0.3568153496411275
el:r2     mean=-0.5409662255547592 std=2.30646297889639
el:adj-r2 mean=2.90132612642591 std=2.850600524385903


2020-06-09 10:42:55.144577
Learning rate: 0.005, Weight decay: 0.0005, LR adjust start: 20000
Overall Results
ys:rmse   mean=13.001291275024414 std=5.449169158935547
ys:nrmse  mean=0.050307192604820736 std=0.02416976462294447
ys:r2     mean=0.857259128178628 std=0.06678320601856227
ys:adj-r2 mean=1.1687806634544127 std=0.08178057901324254
--------------------
el:rmse   mean=0.12539571523666382 std=0.017872989177703857
el:nrmse  mean=0.7315228083402585 std=0.3135047905055979
el:r2     mean=-1.3228469824465297 std=1.8562917987619052
el:adj-r2 mean=3.7944701427967074 std=2.3249084345308315


2020-06-09 11:48:21.343828
Learning rate: 0.005, Weight decay: 0.0005, LR adjust start: 30000
Overall Results
ys:rmse   mean=10.975479125976562 std=5.962484359741211
ys:nrmse  mean=0.04236295134149884 std=0.026516902854591108
ys:r2     mean=0.8678061866996117 std=0.08225976302221633
ys:adj-r2 mean=1.1566450581224585 std=0.09903435465242312
--------------------
el:rmse   mean=0.1253563016653061 std=0.017857253551483154
el:nrmse  mean=0.731217335716025 std=0.31321646802437336
el:r2     mean=-1.321900390182107 std=1.8566645327192097
el:adj-r2 mean=3.7933008519888127 std=2.325324883581688


2020-06-09 12:56:03.088748
Learning rate: 0.005, Weight decay: 0.0005, LR adjust start: 40000
Overall Results
ys:rmse   mean=12.638232231140137 std=5.793619155883789
ys:nrmse  mean=0.04913233843320199 std=0.026862936699380034
ys:r2     mean=0.8481074222651257 std=0.08054230969122957
ys:adj-r2 mean=1.1797305011340706 std=0.09676109335724421
--------------------
el:rmse   mean=0.12539908289909363 std=0.017871664837002754
el:nrmse  mean=0.7315369391762064 std=0.3134940354828
el:r2     mean=-1.3229532747355355 std=1.856349757591469
el:adj-r2 mean=3.7945941474129157 std=2.324983311135112


2020-06-09 13:46:57.604281
Learning rate: 0.01, Weight decay: 0.0005, LR adjust start: 20000
Overall Results
ys:rmse   mean=16.134693145751953 std=7.051957130432129
ys:nrmse  mean=0.0623987830690648 std=0.03331352570956198
ys:r2     mean=0.5305267574408589 std=0.6934889125929435
ys:adj-r2 mean=1.5739335188268606 std=0.8596853274181266
--------------------
el:rmse   mean=103.92192077636719 std=172.25770568847656
el:nrmse  mean=512.0837541143899 std=748.6441895346662
el:r2     mean=-3702245.6139823394 std=7152138.202510104
el:adj-r2 mean=4113609.5623248345 std=7946819.596883034


2020-06-09 14:52:35.670165
Learning rate: 0.01, Weight decay: 0.0005, LR adjust start: 30000
Overall Results
ys:rmse   mean=13.648648262023926 std=6.231765270233154
ys:nrmse  mean=0.052096423339384246 std=0.026140130093684544
ys:r2     mean=0.7883669310556771 std=0.16225500781993302
ys:adj-r2 mean=1.2439945305282964 std=0.1794512750807091
--------------------
el:rmse   mean=0.7661928534507751 std=0.6137054562568665
el:nrmse  mean=3.709974081267184 std=1.9218958234662815
el:r2     mean=-244.36320698257305 std=442.87151822616477
el:adj-r2 mean=302.1251730031022 std=547.9937268925147


2020-06-09 16:08:29.618120
Learning rate: 0.01, Weight decay: 0.0005, LR adjust start: 40000
Overall Results
ys:rmse   mean=9.835535049438477 std=3.7179150581359863
ys:nrmse  mean=0.038149283224220204 std=0.01765108728972761
ys:r2     mean=0.9168860922879715 std=0.027272023283966683
ys:adj-r2 mean=1.09805322271098 std=0.03245942842250042
--------------------
el:rmse   mean=0.5597226023674011 std=0.3613094389438629
el:nrmse  mean=3.1818760798779073 std=2.6458843331191892
el:r2     mean=-66.53043336659613 std=67.90590641570112
el:adj-r2 mean=84.3314240834878 std=83.96946831283721


2020-06-09 17:05:39.471459
Learning rate: 0.0001, Weight decay: 0.001, LR adjust start: 20000
Overall Results
ys:rmse   mean=15.289416313171387 std=12.07921028137207
ys:nrmse  mean=0.05684432821734727 std=0.043801018908893825
ys:r2     mean=0.6387703812302146 std=0.4762194288185434
ys:adj-r2 mean=1.4436906283682929 std=0.5897534675979345
--------------------
el:rmse   mean=0.01794574037194252 std=0.0063074552454054356
el:nrmse  mean=0.10904622616273263 std=0.06785872227869912
el:r2     mean=0.9583340073573469 std=0.025354139800644798
el:adj-r2 mean=1.05040994965382 std=0.03216991171659469


2020-06-09 18:09:31.750952
Learning rate: 0.0001, Weight decay: 0.001, LR adjust start: 30000
Overall Results
ys:rmse   mean=15.344256401062012 std=10.531746864318848
ys:nrmse  mean=0.05707674599472283 std=0.038021113009134334
ys:r2     mean=0.640413412682377 std=0.4165833979951685
ys:adj-r2 mean=1.4412121531789435 std=0.5165693765047318
--------------------
el:rmse   mean=0.020342329517006874 std=0.005981925874948502
el:nrmse  mean=0.1267880820833659 std=0.0753198717196426
el:r2     mean=0.949086503338051 std=0.022608234426479686
el:adj-r2 mean=1.0609241515934886 std=0.02872567558560466


2020-06-09 19:18:50.296845
Learning rate: 0.0001, Weight decay: 0.001, LR adjust start: 40000
Overall Results
ys:rmse   mean=16.033615112304688 std=14.238260269165039
ys:nrmse  mean=0.05926664055791735 std=0.050224135167830475
ys:r2     mean=0.5736866155399771 std=0.6673628575750798
ys:adj-r2 mean=1.5232184586638897 std=0.8260308306114631
--------------------
el:rmse   mean=0.017067033797502518 std=0.0036920795682817698
el:nrmse  mean=0.10171342703661276 std=0.05314783623461313
el:r2     mean=0.9625238896550774 std=0.01795513337296997
el:adj-r2 mean=1.0443074413182762 std=0.0216578236653677


2020-06-09 20:13:21.408726
Learning rate: 0.0003, Weight decay: 0.001, LR adjust start: 20000
Overall Results
ys:rmse   mean=11.609929084777832 std=5.8019328117370605
ys:nrmse  mean=0.044129973191133376 std=0.021899343288007966
ys:r2     mean=0.8569435971419515 std=0.1419936601709768
ys:adj-r2 mean=1.1730861427369796 std=0.17722997230970752
--------------------
el:rmse   mean=0.03730297088623047 std=0.029937539249658585
el:nrmse  mean=0.2106905309463652 std=0.14926058574666437
el:r2     mean=0.7456205475194202 std=0.38025585015286517
el:adj-r2 mean=1.3121055634243497 std=0.47088093708922457


2020-06-09 21:18:56.917166
Learning rate: 0.0003, Weight decay: 0.001, LR adjust start: 30000
Overall Results
ys:rmse   mean=10.497385025024414 std=5.076655864715576
ys:nrmse  mean=0.04034413692989211 std=0.02210033281304161
ys:r2     mean=0.8743514735254898 std=0.08559947996944242
ys:adj-r2 mean=1.1506388436185355 std=0.10622860966947473
--------------------
el:rmse   mean=0.018036607652902603 std=0.00634310208261013
el:nrmse  mean=0.10930788730143184 std=0.06775930214879924
el:r2     mean=0.9572182698531293 std=0.026473124988265144
el:adj-r2 mean=1.0516592081946032 std=0.033536347716732536


2020-06-09 22:31:33.902391
Learning rate: 0.0003, Weight decay: 0.001, LR adjust start: 40000
Overall Results
ys:rmse   mean=8.039396286010742 std=2.9826972484588623
ys:nrmse  mean=0.030999878739091564 std=0.014264041003003148
ys:r2     mean=0.9346721025114657 std=0.03360847821216738
ys:adj-r2 mean=1.077226997572702 std=0.041224351470939787
--------------------
el:rmse   mean=0.019575294107198715 std=0.0060262554325163364
el:nrmse  mean=0.1150033983658553 std=0.0642663393575227
el:r2     mean=0.9419424290779939 std=0.046550614674230134
el:adj-r2 mean=1.0706311599077019 std=0.05835169329881893


2020-06-09 23:30:42.872922
Learning rate: 0.0005, Weight decay: 0.001, LR adjust start: 20000
Overall Results
ys:rmse   mean=9.988077163696289 std=3.734259605407715
ys:nrmse  mean=0.03877427016102367 std=0.017807942049113536
ys:r2     mean=0.9183357677678969 std=0.023008912271849067
ys:adj-r2 mean=1.0963480286530791 std=0.02621816434943726
--------------------
el:rmse   mean=0.01983237825334072 std=0.006390209309756756
el:nrmse  mean=0.1165341460989553 std=0.0659279657245305
el:r2     mean=0.9379724328705077 std=0.053779838989701255
el:adj-r2 mean=1.075568526419481 std=0.06724111015767816


2020-06-10 00:37:13.344000
Learning rate: 0.0005, Weight decay: 0.001, LR adjust start: 30000
Overall Results
ys:rmse   mean=10.430212020874023 std=5.442882537841797
ys:nrmse  mean=0.04026861525734663 std=0.024403508048729847
ys:r2     mean=0.8885863426515032 std=0.05882569873552287
ys:adj-r2 mean=1.1308487644863976 std=0.06869695554533783
--------------------
el:rmse   mean=0.04051908850669861 std=0.04615716263651848
el:nrmse  mean=0.2769047976132017 std=0.3761969378311888
el:r2     mean=0.648049945100219 std=0.6207753732622954
el:adj-r2 mean=1.4330095411829122 std=0.7677156823498947


2020-06-10 01:42:36.562001
Learning rate: 0.0005, Weight decay: 0.001, LR adjust start: 40000
Overall Results
ys:rmse   mean=12.00735092163086 std=8.009292602539062
ys:nrmse  mean=0.04768779617110416 std=0.0355076770544856
ys:r2     mean=0.8900257314399468 std=0.09575958843547078
ys:adj-r2 mean=1.1260348752002187 std=0.10427924274598366
--------------------
el:rmse   mean=0.020176464691758156 std=0.00613049790263176
el:nrmse  mean=0.1257441065876172 std=0.0759247776161697
el:r2     mean=0.9484034408793975 std=0.02577274946724752
el:adj-r2 mean=1.0619390217747329 std=0.03268428857448252


2020-06-11 11:08:52.643826
Learning rate: 0.003, Weight decay: 0.01, LR adjust start: 40000
Overall Results
ys:rmse   mean=12.31173038482666 std=4.865592002868652
ys:nrmse  mean=0.04787676750954547 std=0.023821216046123837
ys:r2     mean=0.8367082639250392 std=0.12595575592149588
ys:adj-r2 mean=1.1941252934538449 std=0.15638019702912864
--------------------
el:rmse   mean=0.12535633146762848 std=0.017738722264766693
el:nrmse  mean=0.7301801122455727 std=0.3100434720690648
el:r2     mean=-1.3304664570504954 std=1.8823206399035668
el:adj-r2 mean=3.8041407427424097 std=2.357203041614654


2020-06-11 12:43:06.244104
Learning rate: 0.005, Weight decay: 0.01, LR adjust start: 20000
Overall Results
ys:rmse   mean=11.988237380981445 std=7.73895788192749
ys:nrmse  mean=0.047670456696398446 std=0.03433358825913035
ys:r2     mean=0.8955614264376605 std=0.08528258533646549
ys:adj-r2 mean=1.1206990243245076 std=0.09330842601172365
--------------------
el:rmse   mean=0.12539969384670258 std=0.01774749718606472
el:nrmse  mean=0.7304566816411617 std=0.3102045230902301
el:r2     mean=-1.331882005815227 std=1.8830451010970213
el:adj-r2 mean=3.8058571859796357 std=2.358132759683461


2020-06-11 14:20:33.532296
Learning rate: 0.005, Weight decay: 0.01, LR adjust start: 30000
Overall Results
ys:rmse   mean=11.939362525939941 std=4.948619842529297
ys:nrmse  mean=0.04652416575394201 std=0.02363731271018354
ys:r2     mean=0.8702526668673766 std=0.06504103740341007
ys:adj-r2 mean=1.1541310735054224 std=0.08005495871800651
--------------------
el:rmse   mean=0.12535689771175385 std=0.017726140096783638
el:nrmse  mean=0.7302290256831252 std=0.31012110992699476
el:r2     mean=-1.3299597158186365 std=1.8807852126703455
el:adj-r2 mean=3.8035543103123275 std=2.3553227139611965


2020-06-11 16:03:16.196061
Learning rate: 0.005, Weight decay: 0.01, LR adjust start: 40000
Overall Results
ys:rmse   mean=10.64708137512207 std=3.781223773956299
ys:nrmse  mean=0.04081108901491227 std=0.016838079006865608
ys:r2     mean=0.894009850708209 std=0.045360676476264614
ys:adj-r2 mean=1.1247690165215238 std=0.05344515778095888
--------------------
el:rmse   mean=0.12535400688648224 std=0.01773321069777012
el:nrmse  mean=0.7302621039356512 std=0.31027925092723596
el:r2     mean=-1.3292095623396838 std=1.878831115579914
el:adj-r2 mean=3.8025819391216147 std=2.3528946492606804


2020-06-11 17:14:51.322841
Learning rate: 0.01, Weight decay: 0.01, LR adjust start: 20000
Overall Results
ys:rmse   mean=14.228922843933105 std=6.299185276031494
ys:nrmse  mean=0.054090769314232866 std=0.025775443893661227
ys:r2     mean=0.7661011585060447 std=0.1881492571129996
ys:adj-r2 mean=1.2695987446808517 std=0.20742559128415172
--------------------
el:rmse   mean=0.1253964900970459 std=0.01772715337574482
el:nrmse  mean=0.7304470174955658 std=0.3101744382818514
el:r2     mean=-1.3315140415168432 std=1.8822196689469528
el:adj-r2 mean=3.805432774227912 std=2.3571164571297847


2020-06-11 18:35:54.747649
Learning rate: 0.01, Weight decay: 0.01, LR adjust start: 30000
Overall Results
ys:rmse   mean=14.088523864746094 std=5.7832159996032715
ys:nrmse  mean=0.053480757569352645 std=0.022501655963626598
ys:r2     mean=0.7833825912679393 std=0.19980742384592573
ys:adj-r2 mean=1.2491943944291581 std=0.21885659008126868
--------------------
el:rmse   mean=0.12515273690223694 std=0.017567411065101624
el:nrmse  mean=0.7294846050692823 std=0.3105941764671881
el:r2     mean=-1.313848840335718 std=1.850050432253367
el:adj-r2 mean=3.7836381550310088 std=2.3172313344543127


2020-06-11 19:57:30.829625
Learning rate: 0.01, Weight decay: 0.01, LR adjust start: 40000
Overall Results
ys:rmse   mean=11.653400421142578 std=3.7052323818206787
ys:nrmse  mean=0.044604164280027656 std=0.01766296680461742
ys:r2     mean=0.8558459219276118 std=0.07592406694657884
ys:adj-r2 mean=1.1712444633652381 std=0.09472491670294444
--------------------
el:rmse   mean=0.12536518275737762 std=0.017736094072461128
el:nrmse  mean=0.7302653204998515 std=0.3101296196602908
el:r2     mean=-1.3304282201026671 std=1.8815115766124664
el:adj-r2 mean=3.8041091286539848 std=2.356222764179528


