2020-06-29 07:43:15.486117
Learning rate: 1e-06, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
el:adj-r2 mean=1.0388442585971456 std=0.005963105695794189


2020-07-04 01:59:26.138758
Learning rate: 5e-06, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=22.515836715698242 std=6.079055309295654
ys:nrmse  mean=0.0829183771955433 std=0.018584101189443925
ys:r2     mean=0.5424261787888812 std=0.4396233645305646
ys:adj-r2 mean=1.3704169028851911 std=0.35588558081045707
--------------------
el:rmse   mean=0.02342873066663742 std=0.0049951886758208275
el:nrmse  mean=0.12828114642421415 std=0.037429078680585336
el:r2     mean=0.9436430504125516 std=0.030064069484363798
el:adj-r2 mean=1.0456222925231724 std=0.024337580058770698


2020-07-04 02:46:54.744365
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=21.303335189819336 std=9.13705062866211
ys:nrmse  mean=0.08195702509835556 std=0.0418777207391944
ys:r2     mean=0.6966779124783381 std=0.20972309155995078
ys:adj-r2 mean=1.24554645180325 std=0.16977583602472207
--------------------
el:rmse   mean=0.014950285665690899 std=0.0034294361248612404
el:nrmse  mean=0.0904101637729337 std=0.05019934821883919
el:r2     mean=0.9782490694475315 std=0.009808892372998748
el:adj-r2 mean=1.017607896161522 std=0.007940531920998913


2020-07-04 03:34:24.026429
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=25.309911727905273 std=7.2178473472595215
ys:nrmse  mean=0.0946722025906731 std=0.028535139884428788
ys:r2     mean=0.4780614773327431 std=0.4748316208682089
ys:adj-r2 mean=1.422521661206827 std=0.3843875026075977
--------------------
el:rmse   mean=0.018020836636424065 std=0.0024858559481799603
el:nrmse  mean=0.10588348858311254 std=0.04913627934823732
el:r2     mean=0.9693147920308015 std=0.007958489483211997
el:adj-r2 mean=1.024840406451256 std=0.006442586724504933


2020-07-04 04:20:46.420641
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=29.644750595092773 std=14.80013370513916
ys:nrmse  mean=0.11224075228613879 std=0.058544612473498195
ys:r2     mean=0.2074263682486596 std=0.8048057318628954
ys:adj-r2 mean=1.641607225703466 std=0.6515094019842486
--------------------
el:rmse   mean=0.016126656904816628 std=0.0036334472242742777
el:nrmse  mean=0.09729122180567573 std=0.053203626881734
el:r2     mean=0.9747993724274413 std=0.010952835903869501
el:adj-r2 mean=1.0204005080349283 std=0.008866581445989582


2020-07-04 05:07:33.383221
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=21.88014793395996 std=7.582211494445801
ys:nrmse  mean=0.08202883367627606 std=0.029696766517582598
ys:r2     mean=0.5954233011483349 std=0.39013152118392114
ys:adj-r2 mean=1.327514470498967 std=0.31582075524412656
--------------------
el:rmse   mean=0.01854240708053112 std=0.002228818368166685
el:nrmse  mean=0.10773818832543568 std=0.04601089507277082
el:r2     mean=0.9678290734957997 std=0.006073389043721573
el:adj-r2 mean=1.0260431309795905 std=0.004916553035393716


2020-07-04 05:54:35.634484
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=27.72309684753418 std=9.178704261779785
ys:nrmse  mean=0.10387594930856059 std=0.036032488819494134
ys:r2     mean=0.3567773173374615 std=0.6119858095517642
ys:adj-r2 mean=1.5207040764411026 std=0.4954170839228568
--------------------
el:rmse   mean=0.01803363487124443 std=0.004825517535209656
el:nrmse  mean=0.10919870191513366 std=0.060836234118272846
el:r2     mean=0.9682965597853732 std=0.014852852646736732
el:adj-r2 mean=1.025664689697555 std=0.012023737856882053


2020-07-04 06:42:00.651432
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=20.62624168395996 std=9.824362754821777
ys:nrmse  mean=0.0792063267439506 std=0.042948557139413104
ys:r2     mean=0.6877231380142274 std=0.2516691480218108
ys:adj-r2 mean=1.2527955549408636 std=0.2037321674462278
--------------------
el:rmse   mean=0.015341785736382008 std=0.005604234058409929
el:nrmse  mean=0.09524215481469768 std=0.06035160668896077
el:r2     mean=0.9759064181040725 std=0.014848007429702686
el:adj-r2 mean=1.0195043282014649 std=0.012019815538330782


2020-07-04 07:29:20.058726
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=18.127174377441406 std=7.326151371002197
ys:nrmse  mean=0.06975300289426899 std=0.034382368433822315
ys:r2     mean=0.788647162875443 std=0.1336013172098742
ys:adj-r2 mean=1.1710951538627368 std=0.10815344726513626
--------------------
el:rmse   mean=0.01975889690220356 std=0.004961603786796331
el:nrmse  mean=0.12045070062883716 std=0.07032904805373867
el:r2     mean=0.9613827367927009 std=0.019656065339047266
el:adj-r2 mean=1.0312615940249563 std=0.015912052893514442


2020-07-04 08:15:30.149878
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=24.31134605407715 std=10.672773361206055
ys:nrmse  mean=0.09209516723697543 std=0.04355130007970322
ys:r2     mean=0.5059388907973917 std=0.4720948049001362
ys:adj-r2 mean=1.3999542312592543 std=0.3821719849191579
--------------------
el:rmse   mean=0.01917181722819805 std=0.0032746826764196157
el:nrmse  mean=0.1133161923890119 std=0.056558580243848994
el:r2     mean=0.9641301453395107 std=0.01293585156809294
el:adj-r2 mean=1.0290375013918245 std=0.010471879840837138


2020-07-04 09:01:26.485872
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=25.00507164001465 std=7.848285675048828
ys:nrmse  mean=0.0940300895893138 std=0.03253371456581221
ys:r2     mean=0.5038932582925393 std=0.4431005979159936
ys:adj-r2 mean=1.4016102194774682 std=0.358700484027233
--------------------
el:rmse   mean=0.021444447338581085 std=0.002411585533991456
el:nrmse  mean=0.12492796812697687 std=0.05562429405772103
el:r2     mean=0.9560778402344203 std=0.011209365851406061
el:adj-r2 mean=1.0355560340959453 std=0.009074248546376324


2020-07-04 09:47:55.139708
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=23.023954391479492 std=8.377713203430176
ys:nrmse  mean=0.08843505472377795 std=0.04046449528284315
ys:r2     mean=0.6673990799281718 std=0.1922994231028355
ys:adj-r2 mean=1.2692483638676704 std=0.15567096155943821
--------------------
el:rmse   mean=0.02164182998239994 std=0.003646246623247862
el:nrmse  mean=0.12859754041012464 std=0.06502429227988461
el:r2     mean=0.9548957856327753 std=0.01578079814009936
el:adj-r2 mean=1.0365129354401343 std=0.012774931827699473


2020-07-04 10:34:19.102013
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=15.815975189208984 std=9.89259147644043
ys:nrmse  mean=0.06278374742270723 std=0.04560150687294912
ys:r2     mean=0.8732710897479308 std=0.08238410833349495
ys:adj-r2 mean=1.102590070204056 std=0.06669189722235304
--------------------
el:rmse   mean=0.019323503598570824 std=0.0012250137515366077
el:nrmse  mean=0.11054714322864767 std=0.04262198635877412
el:r2     mean=0.9645494680760107 std=0.0068192601519076095
el:adj-r2 mean=1.0286980496527534 std=0.005520353456306171


2020-07-04 11:20:01.568885
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=18.273176193237305 std=10.720430374145508
ys:nrmse  mean=0.07213491920857314 std=0.04973529795357698
ys:r2     mean=0.822993186256693 std=0.10076765830972531
ys:adj-r2 mean=1.1432912301731533 std=0.08157381863168238
--------------------
el:rmse   mean=0.020260708406567574 std=0.0040174974128603935
el:nrmse  mean=0.11974943029882272 std=0.06106573270218887
el:r2     mean=0.959194150423519 std=0.016440175066387133
el:adj-r2 mean=1.0330333068000084 std=0.013308713148980066


2020-07-04 12:07:05.380507
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=17.461069107055664 std=11.584267616271973
ys:nrmse  mean=0.06952346697267937 std=0.05299163688802943
ys:r2     mean=0.8428705692446794 std=0.11190656884383124
ys:adj-r2 mean=1.1272000153733546 std=0.09059103192119666
--------------------
el:rmse   mean=0.02000829018652439 std=0.002602513413876295
el:nrmse  mean=0.11509234786741172 std=0.048204877373213495
el:r2     mean=0.9609908221123705 std=0.01217921234744098
el:adj-r2 mean=1.0315788582899856 std=0.009859362376499849


2020-07-04 12:54:12.100826
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=17.63038444519043 std=7.52937650680542
ys:nrmse  mean=0.06855934353600056 std=0.036740616595902595
ys:r2     mean=0.8315671579288372 std=0.059365556347775995
ys:adj-r2 mean=1.13635039596237 std=0.04805783132915196
--------------------
el:rmse   mean=0.02300560660660267 std=0.006051736418157816
el:nrmse  mean=0.13985542467458856 std=0.08284106480130107
el:r2     mean=0.9463672442915795 std=0.028140692026147423
el:adj-r2 mean=1.0434169927163404 std=0.022780560211643118


2020-07-04 13:41:27.454262
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=19.906442642211914 std=8.303069114685059
ys:nrmse  mean=0.0774694243605163 std=0.040602758639139536
ys:r2     mean=0.7966187037521074 std=0.0465151064791782
ys:adj-r2 mean=1.1646420017244845 std=0.03765508619742998
--------------------
el:rmse   mean=0.02303651161491871 std=0.0017794426530599594
el:nrmse  mean=0.1274082476868966 std=0.0348833912911747
el:r2     mean=0.9491401843566093 std=0.013374267951152251
el:adj-r2 mean=1.0411722317113163 std=0.01082678834140891


2020-07-04 14:27:42.628663
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=20.21260643005371 std=13.140714645385742
ys:nrmse  mean=0.08046800654428791 std=0.06019666134588025
ys:r2     mean=0.7953506105618063 std=0.14431176908105184
ys:adj-r2 mean=1.1656685533547282 std=0.11682381306561342
--------------------
el:rmse   mean=0.018426312133669853 std=0.0008766382816247642
el:nrmse  mean=0.10339719627857141 std=0.03325018724311055
el:r2     mean=0.9677021061985968 std=0.006619580756385142
el:adj-r2 mean=1.0261459140297073 std=0.005358708231359412


2020-07-04 15:14:38.701119
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=17.03603172302246 std=7.780951023101807
ys:nrmse  mean=0.06646104546269388 std=0.0375666785775145
ys:r2     mean=0.8453963158251901 std=0.05729358141902457
ys:adj-r2 mean=1.1251553633796079 std=0.04638051829159129
--------------------
el:rmse   mean=0.021006697788834572 std=0.0016552391462028027
el:nrmse  mean=0.11767478814771996 std=0.037921121135671025
el:r2     mean=0.9575724740965308 std=0.01127750060848564
el:adj-r2 mean=1.0343460923980465 std=0.009129405254488432


2020-07-04 16:01:19.413735
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=16.768815994262695 std=6.374119281768799
ys:nrmse  mean=0.06501568860438804 std=0.031691932903585775
ys:r2     mean=0.8536834380895116 std=0.022528922675090757
ys:adj-r2 mean=1.118446740594205 std=0.018237699308406838
--------------------
el:rmse   mean=0.022694945335388184 std=0.001558341784402728
el:nrmse  mean=0.12900200432314682 std=0.045898490629596125
el:r2     mean=0.9520926417580897 std=0.0022486554578185674
el:adj-r2 mean=1.0387821471482133 std=0.0018203401325197993


2020-07-04 16:48:49.609135
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=25.16484832763672 std=11.458101272583008
ys:nrmse  mean=0.09830771525276821 std=0.055235336718941055
ys:r2     mean=0.6784495582022553 std=0.09883203969613953
ys:adj-r2 mean=1.2603027385981742 std=0.08000688927782727
--------------------
el:rmse   mean=0.021801067516207695 std=0.0015962431207299232
el:nrmse  mean=0.12532081748779125 std=0.049264139699635674
el:r2     mean=0.9555755617324063 std=0.005221015735356385
el:adj-r2 mean=1.0359626405023377 std=0.004226536547669418


2020-07-04 17:34:51.552579
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=23.548309326171875 std=10.906561851501465
ys:nrmse  mean=0.09203696177897314 std=0.05203009446992107
ys:r2     mean=0.7201674484552011 std=0.09349642883786025
ys:adj-r2 mean=1.2265311131553134 std=0.07568758524969636
--------------------
el:rmse   mean=0.024418463930487633 std=0.0020295060239732265
el:nrmse  mean=0.14085429694551818 std=0.056964348938597725
el:r2     mean=0.94421184722587 std=0.007761674376250084
el:adj-r2 mean=1.04516183796001 std=0.006283260209345242


2020-07-04 18:21:49.219854
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=24.016855239868164 std=9.333236694335938
ys:nrmse  mean=0.09027757324979056 std=0.036716553732293725
ys:r2     mean=0.504299783659104 std=0.48857982837835096
ys:adj-r2 mean=1.4012811275140589 std=0.39551700392533173
--------------------
el:rmse   mean=0.019346630200743675 std=0.0032458456698805094
el:nrmse  mean=0.11235301817055714 std=0.051291656508644395
el:r2     mean=0.9630120655325682 std=0.013410548396993247
el:adj-r2 mean=1.0299426136164922 std=0.010856158226137351


2020-07-04 19:07:57.270547
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=24.864133834838867 std=11.024260520935059
ys:nrmse  mean=0.09485490440615803 std=0.047189247950139984
ys:r2     mean=0.5235620699663687 std=0.4132437952508343
ys:adj-r2 mean=1.3856878481224635 std=0.3345306913935326
--------------------
el:rmse   mean=0.016648229211568832 std=0.004618548322468996
el:nrmse  mean=0.09910285256021713 std=0.050673970225515785
el:r2     mean=0.9732220900492358 std=0.011393589779720725
el:adj-r2 mean=1.0216773556744283 std=0.009223382202631032


2020-07-04 19:55:17.262725
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=23.35875129699707 std=6.143466472625732
ys:nrmse  mean=0.08771728596613215 std=0.026287741829648416
ys:r2     mean=0.5811149032949235 std=0.35105522927628313
ys:adj-r2 mean=1.3390974592374427 std=0.284187566556991
--------------------
el:rmse   mean=0.01998993195593357 std=0.0023882638197392225
el:nrmse  mean=0.1169805913664262 std=0.053021106659503534
el:r2     mean=0.9621878694783387 std=0.009113944043053955
el:adj-r2 mean=1.0306098199461067 std=0.007377954701519841


2020-07-04 20:41:47.493195
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=21.708494186401367 std=9.04482650756836
ys:nrmse  mean=0.08340619905477165 std=0.04152710180595863
ys:r2     mean=0.6836633710066308 std=0.22022463616357235
ys:adj-r2 mean=1.2560820329946323 std=0.17827708641813003
--------------------
el:rmse   mean=0.018461264669895172 std=0.003826131345704198
el:nrmse  mean=0.11096233033924181 std=0.06039067336150132
el:r2     mean=0.9666628197438131 std=0.014274607876469073
el:adj-r2 mean=1.0269872411597705 std=0.011555634947617863


2020-07-04 21:26:37.769296
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=25.65843391418457 std=7.0162882804870605
ys:nrmse  mean=0.09707373757153213 std=0.03285904168086438
ys:r2     mean=0.5325946890298915 std=0.3468609846797801
ys:adj-r2 mean=1.378375727928183 std=0.2807922256931553
--------------------
el:rmse   mean=0.022447021678090096 std=0.002226851414889097
el:nrmse  mean=0.12979054387940425 std=0.05495783221831209
el:r2     mean=0.9518063157245363 std=0.011739288063806887
el:adj-r2 mean=1.0390139348896612 std=0.009503233194510297


2020-07-04 22:13:29.660184
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=18.654254913330078 std=9.65176010131836
ys:nrmse  mean=0.07035941161406987 std=0.037078642396504706
ys:r2     mean=0.6667360812419134 std=0.35468039524382333
ys:adj-r2 mean=1.2697850770898798 std=0.2871222247211903
--------------------
el:rmse   mean=0.01634485088288784 std=0.0044807856902480125
el:nrmse  mean=0.09996975466558972 std=0.058839251475491065
el:r2     mean=0.9736143036176029 std=0.013817229913094638
el:adj-r2 mean=1.0213598494524165 std=0.011185376596314668


2020-07-04 23:00:11.172449
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=21.1325740814209 std=9.996837615966797
ys:nrmse  mean=0.07908608551859515 std=0.03697198688737134
ys:r2     mean=0.5627093185633625 std=0.47868425563875583
ys:adj-r2 mean=1.3539972183058495 std=0.3875063021837547
--------------------
el:rmse   mean=0.019351238384842873 std=0.004065906163305044
el:nrmse  mean=0.11644216566721234 std=0.06369755239021543
el:r2     mean=0.9633688137761256 std=0.015872503624959528
el:adj-r2 mean=1.0296538174193268 std=0.012849169601157676


2020-07-04 23:46:50.004542
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=27.37110710144043 std=8.342771530151367
ys:nrmse  mean=0.10332181526310102 std=0.03651400183355368
ys:r2     mean=0.43571564620208414 std=0.4689118165905248
ys:adj-r2 mean=1.45680161974117 std=0.37959528009709154
--------------------
el:rmse   mean=0.017840934917330742 std=0.005017138551920652
el:nrmse  mean=0.10923434423745064 std=0.06459523805138716
el:r2     mean=0.9685122869584012 std=0.016700349412469895
el:adj-r2 mean=1.0254900534146276 std=0.013519330476761291


2020-07-05 00:33:06.750513
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=26.087133407592773 std=8.684207916259766
ys:nrmse  mean=0.09885588700957597 std=0.03849239937911103
ys:r2     mean=0.49673121235845685 std=0.41022011833053573
ys:adj-r2 mean=1.4074080661860109 std=0.33208295293424317
--------------------
el:rmse   mean=0.018180832266807556 std=0.0033501768484711647
el:nrmse  mean=0.10796667871701672 std=0.05551257401699687
el:r2     mean=0.9676161833579363 std=0.012446716014088068
el:adj-r2 mean=1.0262154706150042 std=0.010075912963785499


2020-07-05 01:20:19.228954
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=28.393503189086914 std=13.343278884887695
ys:nrmse  mean=0.10577936432464839 std=0.047902810564682555
ys:r2     mean=0.1836539226269691 std=0.9150825303575084
ys:adj-r2 mean=1.6608515864448343 std=0.7407810960036973
--------------------
el:rmse   mean=0.021321728825569153 std=0.004216833505779505
el:nrmse  mean=0.12786412209070247 std=0.06797298623044384
el:r2     mean=0.9560383234905675 std=0.01758302196085849
el:adj-r2 mean=1.0355880238409692 std=0.014233874920694943


2020-07-05 02:06:41.102448
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=20.24506950378418 std=8.697698593139648
ys:nrmse  mean=0.07709302896847996 std=0.03709093467881853
ys:r2     mean=0.681952120055514 std=0.2789042726351093
ys:adj-r2 mean=1.2574673313836315 std=0.2257796492760409
--------------------
el:rmse   mean=0.01563536562025547 std=0.0050963289104402065
el:nrmse  mean=0.09738402923042805 std=0.0639684686439603
el:r2     mean=0.9746794167512318 std=0.016575583847090597
el:adj-r2 mean=1.0204976150109075 std=0.013418329780978146


2020-07-05 02:53:22.932448
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=20.272192001342773 std=8.596288681030273
ys:nrmse  mean=0.07664795023530689 std=0.03485778380636263
ys:r2     mean=0.6549444578148055 std=0.3319080742899202
ys:adj-r2 mean=1.2793306770070625 std=0.2686874887108878
--------------------
el:rmse   mean=0.018133042380213737 std=0.0051365443505346775
el:nrmse  mean=0.1096254848799722 std=0.06069451140948641
el:r2     mean=0.9678819230313364 std=0.015139530946596088
el:adj-r2 mean=1.0260003480222515 std=0.012255810766292053


2020-07-05 03:40:15.717797
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=19.648683547973633 std=7.609286785125732
ys:nrmse  mean=0.0756223082443429 std=0.03636155368026517
ys:r2     mean=0.7583726762774168 std=0.14096804588785433
ys:adj-r2 mean=1.1956030715849482 std=0.1141169895282631
--------------------
el:rmse   mean=0.01800568960607052 std=0.003356499597430229
el:nrmse  mean=0.10742265898638793 std=0.05615630498351602
el:r2     mean=0.9684302438246623 std=0.012275134875287383
el:adj-r2 mean=1.0255564692847974 std=0.009937013946661277


2020-07-05 04:27:43.852522
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=23.97941017150879 std=8.362013816833496
ys:nrmse  mean=0.09006350672457586 std=0.03335097212326564
ys:r2     mean=0.5217384053382357 std=0.45411235391148697
ys:adj-r2 mean=1.3871641480595234 std=0.3676147626902514
--------------------
el:rmse   mean=0.018293973058462143 std=0.005321335047483444
el:nrmse  mean=0.11236047376468589 std=0.06987280491416673
el:r2     mean=0.9657112610171343 std=0.019896803155877434
el:adj-r2 mean=1.027757550605177 std=0.016106935888091194


2020-07-05 05:15:25.307760
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=25.492935180664062 std=8.919990539550781
ys:nrmse  mean=0.09775108403671073 std=0.04321025330687203
ys:r2     mean=0.5878830218646534 std=0.24348911455948338
ys:adj-r2 mean=1.3336185061095662 std=0.1971102355957723
--------------------
el:rmse   mean=0.02059178613126278 std=0.004869342781603336
el:nrmse  mean=0.12490908113378402 std=0.07152579929432262
el:r2     mean=0.9580789451016504 std=0.020332475073075642
el:adj-r2 mean=1.0339360920605687 std=0.016459622678204076


2020-07-05 06:01:57.508261
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=14.328692436218262 std=9.529373168945312
ys:nrmse  mean=0.057086013229003064 std=0.04358388721007498
ys:r2     mean=0.8952780134167059 std=0.07570101635450695
ys:adj-r2 mean=1.0847749415198098 std=0.06128177514412469
--------------------
el:rmse   mean=0.0170965027064085 std=0.004129111301153898
el:nrmse  mean=0.10367837463464881 std=0.05978927118635342
el:r2     mean=0.9708781949322116 std=0.014378358262737973
el:adj-r2 mean=1.023574794578686 std=0.01163962335554976


2020-07-05 06:47:50.463900
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=15.912976264953613 std=10.427324295043945
ys:nrmse  mean=0.06324582145879236 std=0.04771099524089223
ys:r2     mean=0.8664746829178401 std=0.09111751791535153
ys:adj-r2 mean=1.1080919233522246 std=0.07376180021718927
--------------------
el:rmse   mean=0.019497767090797424 std=0.00695812376216054
el:nrmse  mean=0.1219197536143342 std=0.08313688988658746
el:r2     mean=0.9594554059336585 std=0.02798865806638616
el:adj-r2 mean=1.0328218142441812 std=0.02265748510136027


2020-07-05 07:34:41.834182
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=20.336183547973633 std=9.936272621154785
ys:nrmse  mean=0.07947184315165286 std=0.04723766609158921
ys:r2     mean=0.7742322217868778 std=0.10125742188859795
ys:adj-r2 mean=1.1827643918868134 std=0.08197029390981742
--------------------
el:rmse   mean=0.019260019063949585 std=0.005693345796316862
el:nrmse  mean=0.11488729115018571 std=0.06539618308130335
el:r2     mean=0.9608371518006131 std=0.02046056945391534
el:adj-r2 mean=1.0317032580661702 std=0.016563318129360058


2020-07-05 08:21:36.118967
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=23.0651798248291 std=6.5802483558654785
ys:nrmse  mean=0.08851935213402874 std=0.03442270252887678
ys:r2     mean=0.7097709256553917 std=0.02297690898704404
ys:adj-r2 mean=1.2349473458980162 std=0.018600354894273755
--------------------
el:rmse   mean=0.020772969350218773 std=0.004897762089967728
el:nrmse  mean=0.12443977977944844 std=0.06887090747520357
el:r2     mean=0.9565015954769605 std=0.02020187144607661
el:adj-r2 mean=1.0352129941376986 std=0.016353895932538158


2020-07-05 09:07:46.069315
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=22.121728897094727 std=8.385930061340332
ys:nrmse  mean=0.0845837799807763 std=0.038465736241201566
ys:r2     mean=0.662812206962454 std=0.24548078691962066
ys:adj-r2 mean=1.2729615467446802 std=0.19872254179207388
--------------------
el:rmse   mean=0.021256910637021065 std=0.004460803233087063
el:nrmse  mean=0.127792778117085 std=0.06984033296424103
el:r2     mean=0.9556731468837781 std=0.019225652344730147
el:adj-r2 mean=1.0358836429988463 std=0.01556362332668627


2020-07-05 09:53:00.311344
Learning rate: 0.001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=19.087438583374023 std=14.670943260192871
ys:nrmse  mean=0.07686395150899798 std=0.06585254974170582
ys:r2     mean=0.8133239389179091 std=0.17255938299369353
ys:adj-r2 mean=1.1511187161140735 std=0.1396909290901328
--------------------
el:rmse   mean=0.02042985148727894 std=0.0048234001733362675
el:nrmse  mean=0.12284234276587191 std=0.06888306843850638
el:r2     mean=0.9580795800644474 std=0.019748311570112746
el:adj-r2 mean=1.0339355780430664 std=0.015986728413900753


2020-07-05 10:40:03.567084
Learning rate: 0.001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=25.02180290222168 std=20.039440155029297
ys:nrmse  mean=0.100873140602098 std=0.08966582530936472
ys:r2     mean=0.6636487485369583 std=0.31358098688612507
ys:adj-r2 mean=1.2722843464224625 std=0.25385127509829175
--------------------
el:rmse   mean=0.02114148996770382 std=0.004727472551167011
el:nrmse  mean=0.12483993189023612 std=0.06460727700157466
el:r2     mean=0.9548059516020923 std=0.019731324159617935
el:adj-r2 mean=1.0365856582268778 std=0.015972976700643144


2020-07-05 11:26:28.610589
Learning rate: 0.001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=20.932050704956055 std=6.8040337562561035
ys:nrmse  mean=0.07992915203033603 std=0.03279755001035734
ys:r2     mean=0.7117570732163382 std=0.1855305409151943
ys:adj-r2 mean=1.2333395121582025 std=0.15019139026468123
--------------------
el:rmse   mean=0.02295737899839878 std=0.0073473514057695866
el:nrmse  mean=0.1401321484402789 std=0.0877549794631981
el:r2     mean=0.9442143380175535 std=0.032502921004220364
el:adj-r2 mean=1.0451598216048377 std=0.026311888431987965


2020-07-05 12:12:32.676507
Learning rate: 0.001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=28.05987548828125 std=15.089590072631836
ys:nrmse  mean=0.11008837713306881 std=0.07054345448355778
ys:r2     mean=0.5662651509833042 std=0.22364554612272536
