2020-06-29 07:40:51.505633
Learning rate: 1e-06, Weight decay: 1e-06, LR adjust start: 40000, Dropout: 0.2
Overall Results
el:adj-r2 mean=2.3021830416855407 std=1.1969267483696981


2020-07-03 23:01:14.530014
Learning rate: 5e-06, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=21.40161895751953 std=7.6628642082214355
ys:nrmse  mean=0.08215284490767354 std=0.037083781319700644
ys:r2     mean=0.7118135522061663 std=0.16731373075629166
ys:adj-r2 mean=1.2332937910711987 std=0.13544444870747416
--------------------
el:rmse   mean=0.02049529366195202 std=0.0031573607120662928
el:nrmse  mean=0.10970709342152295 std=0.016895580579354197
el:r2     mean=0.9596211657163197 std=0.012505219385532465
el:adj-r2 mean=1.0326876277534556 std=0.010123272835907198


2020-07-03 23:46:04.814424
Learning rate: 5e-06, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=22.449071884155273 std=7.8428192138671875
ys:nrmse  mean=0.08558429976929517 std=0.03618973875286713
ys:r2     mean=0.6502745684189087 std=0.2562785596818671
ys:adj-r2 mean=1.2831110636608833 std=0.20746359593294006
--------------------
el:rmse   mean=0.022871561348438263 std=0.002199027221649885
el:nrmse  mean=0.12687198181538292 std=0.03521564869839931
el:r2     mean=0.9512485491743462 std=0.005716890759029867
el:adj-r2 mean=1.039465460192196 std=0.004627959185881348


2020-07-04 00:31:18.223451
Learning rate: 5e-06, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=24.407426834106445 std=6.124765396118164
ys:nrmse  mean=0.09247041112957981 std=0.03032696325973887
ys:r2     mean=0.5942252657415913 std=0.27122715945433734
ys:adj-r2 mean=1.3284843086853784 std=0.21956484336779683
--------------------
el:rmse   mean=0.03015139140188694 std=0.0068820142187178135
el:nrmse  mean=0.15971167336963346 std=0.025764325483175286
el:r2     mean=0.9066408021016849 std=0.05249245375592134
el:adj-r2 mean=1.0755764935367313 std=0.04249389113574586


2020-07-04 01:16:57.645298
Learning rate: 5e-06, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=24.284509658813477 std=8.59048843383789
ys:nrmse  mean=0.09295486950524891 std=0.04084011483914957
ys:r2     mean=0.6131039750152135 std=0.251113574998559
ys:adj-r2 mean=1.3132015440353033 std=0.20328241785597634
--------------------
el:rmse   mean=0.030774110928177834 std=0.004905152600258589
el:nrmse  mean=0.1681118692956408 std=0.04286848160568031
el:r2     mean=0.9058058759454329 std=0.04110098623155344
el:adj-r2 mean=1.0762523861394115 std=0.03327222694935286


2020-07-04 02:01:26.191164
Learning rate: 5e-06, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=22.503957748413086 std=6.87943172454834
ys:nrmse  mean=0.08657205818595885 std=0.03560547398999868
ys:r2     mean=0.727053086988 std=0.012320434021813584
ys:adj-r2 mean=1.2209570248192383 std=0.009973684684325263
--------------------
el:rmse   mean=0.02799515426158905 std=0.002646229462698102
el:nrmse  mean=0.15417530612783914 std=0.040362674072023125
el:r2     mean=0.924429346574278 std=0.02258058874704066
el:adj-r2 mean=1.0611762432493939 std=0.018279524223794853


2020-07-04 02:46:25.059008
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=20.68556022644043 std=11.047816276550293
ys:nrmse  mean=0.07755650177947084 std=0.040854803902296594
ys:r2     mean=0.5590341377746337 std=0.4943126627461515
ys:adj-r2 mean=1.35697236465863 std=0.4001578698421227
--------------------
el:rmse   mean=0.021367793902754784 std=0.0023558165412396193
el:nrmse  mean=0.12377091316308075 std=0.05162662737013905
el:r2     mean=0.9573332635446455 std=0.007150724028017419
el:adj-r2 mean=1.0345397390352868 std=0.005788681356014067


2020-07-04 03:31:08.234890
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=22.104873657226562 std=9.839189529418945
ys:nrmse  mean=0.0834578454627491 std=0.03906202731993447
ys:r2     mean=0.5733656443074023 std=0.42566666914048124
ys:adj-r2 mean=1.3453706688940077 std=0.34458730358991335
--------------------
el:rmse   mean=0.023828700184822083 std=0.0021603431086987257
el:nrmse  mean=0.1318060697341564 std=0.035202728160086905
el:r2     mean=0.946978434435724 std=0.006573032858745157
el:adj-r2 mean=1.0429222197425092 std=0.00532102659993658


2020-07-04 04:16:02.177974
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=19.727439880371094 std=10.270112991333008
ys:nrmse  mean=0.07568089663202258 std=0.043480831679669533
ys:r2     mean=0.6924636686394859 std=0.26906899800948797
ys:adj-r2 mean=1.2489579825299402 std=0.21781776029339506
--------------------
el:rmse   mean=0.024765385314822197 std=0.0026874300092458725
el:nrmse  mean=0.1346252056386059 std=0.027732938395002238
el:r2     mean=0.9417453782196871 std=0.013804535719192176
el:adj-r2 mean=1.0471585033459674 std=0.011175100344108027


2020-07-04 05:00:16.801745
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=23.31004524230957 std=11.052454948425293
ys:nrmse  mean=0.08886221015231943 std=0.04620521896001653
ys:r2     mean=0.5608705373206448 std=0.4009876872919516
ys:adj-r2 mean=1.355485755502335 std=0.32460908018872275
--------------------
el:rmse   mean=0.025215424597263336 std=0.002748837461695075
el:nrmse  mean=0.1408556666943943 std=0.04262643322368914
el:r2     mean=0.9409130108039104 std=0.007037731601847264
el:adj-r2 mean=1.0478323245873105 std=0.005697211296733456


2020-07-04 05:44:32.639457
Learning rate: 1e-05, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=24.525033950805664 std=8.449501991271973
ys:nrmse  mean=0.09330564724213908 std=0.03845869452230818
ys:r2     mean=0.572575031391799 std=0.3269648388619099
ys:adj-r2 mean=1.3460106888733054 std=0.2646858219358318
--------------------
el:rmse   mean=0.023219585418701172 std=0.0026944810524582863
el:nrmse  mean=0.13079853946030362 std=0.04320965848237276
el:r2     mean=0.9499589277874697 std=0.006180470000682131
el:adj-r2 mean=1.0405094394101435 std=0.005003237619599771


2020-07-04 06:29:44.562547
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=18.309846878051758 std=7.957991123199463
ys:nrmse  mean=0.06991446165897681 std=0.03448995093091568
ys:r2     mean=0.74754636392524 std=0.2125356779204139
ys:adj-r2 mean=1.2043672292033774 std=0.17205269164985887
--------------------
el:rmse   mean=0.02020367421209812 std=0.0010084656532853842
el:nrmse  mean=0.11507007724243377 std=0.04256768929516465
el:r2     mean=0.9613225672078197 std=0.006847783533084986
el:adj-r2 mean=1.0313103027365271 std=0.005543443812497403


2020-07-04 07:14:45.690212
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=13.7644681930542 std=9.00509262084961
ys:nrmse  mean=0.05457698963310236 std=0.04099978522995702
ys:r2     mean=0.8948768738570333 std=0.06911459714082901
ys:adj-r2 mean=1.0850996735443064 std=0.05594991197114728
--------------------
el:rmse   mean=0.021731913089752197 std=0.002089936286211014
el:nrmse  mean=0.1253734725955805 std=0.05066832088753712
el:r2     mean=0.9559182133275673 std=0.0061507296867641635
el:adj-r2 mean=1.0356852558776837 std=0.00497916212738051


2020-07-04 07:59:44.182947
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=14.59400463104248 std=9.136285781860352
ys:nrmse  mean=0.057848948246624114 std=0.042054601762654416
ys:r2     mean=0.888129414837375 std=0.07100859500714074
ys:adj-r2 mean=1.0905619022745057 std=0.05748314833911395
--------------------
el:rmse   mean=0.02721068449318409 std=0.0025229323655366898
el:nrmse  mean=0.15679851047037632 std=0.06472823042858847
el:r2     mean=0.9291885177763753 std=0.016835192222750317
el:adj-r2 mean=1.0573235808476962 std=0.013628488942226446


2020-07-04 08:45:18.150319
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=16.738378524780273 std=8.777898788452148
ys:nrmse  mean=0.06582257725808305 std=0.0410899406916197
ys:r2     mean=0.8603211750409799 std=0.06384448702668814
ys:adj-r2 mean=1.1130733344906352 std=0.051683632354938
--------------------
el:rmse   mean=0.026840711012482643 std=0.0011106139281764627
el:nrmse  mean=0.14952508821099295 std=0.0438759365806241
el:r2     mean=0.9317578121707477 std=0.012639826053871345
el:adj-r2 mean=1.0552436758617756 std=0.010232240138848233


2020-07-04 09:31:13.421492
Learning rate: 0.0001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=16.29850959777832 std=6.86898946762085
ys:nrmse  mean=0.06344999754050457 std=0.03366934983853247
ys:r2     mean=0.8624258792929486 std=0.03445690810343251
ys:adj-r2 mean=1.1113695262866605 std=0.02789368751230249
--------------------
el:rmse   mean=0.028953274711966515 std=0.0013443002244457603
el:nrmse  mean=0.1654712570100727 std=0.06214444399865072
el:r2     mean=0.921431543602179 std=0.008484248657291757
el:adj-r2 mean=1.0636030361315694 std=0.006868201293998132


2020-07-04 10:15:58.732964
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=17.11490821838379 std=13.191130638122559
ys:nrmse  mean=0.06885670868977063 std=0.05929378172555577
ys:r2     mean=0.8465999916069614 std=0.1389077695011918
ys:adj-r2 mean=1.124180959175317 std=0.11244914673906005
--------------------
el:rmse   mean=0.01850595884025097 std=0.0012586578959599137
el:nrmse  mean=0.104043575267546 std=0.033293899232310215
el:r2     mean=0.9681518961059213 std=0.0011198291992069729
el:adj-r2 mean=1.0257817983904447 std=0.0009065283993580191


2020-07-04 11:00:50.793496
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=15.967658042907715 std=7.2553324699401855
ys:nrmse  mean=0.062340675051594206 std=0.03511860106026168
ys:r2     mean=0.8676819345723956 std=0.04342005050969371
ys:adj-r2 mean=1.1071146243937748 std=0.0351495646983235
--------------------
el:rmse   mean=0.02543586492538452 std=0.0016817322466522455
el:nrmse  mean=0.14139111167816304 std=0.04111338768850111
el:r2     mean=0.9381564067796399 std=0.015022495006559451
el:adj-r2 mean=1.0500638611783868 std=0.012161067386262376


2020-07-04 11:46:08.838061
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=18.516557693481445 std=9.155025482177734
ys:nrmse  mean=0.07257088747219621 std=0.04368883581968688
ys:r2     mean=0.8235931384388019 std=0.07057023632304338
ys:adj-r2 mean=1.1428055545971603 std=0.0571282865472256
--------------------
el:rmse   mean=0.028466135263442993 std=0.0023627865593880415
el:nrmse  mean=0.16180239206594674 std=0.06006569369550012
el:r2     mean=0.9221961957122423 std=0.01940835243194032
el:adj-r2 mean=1.0629840320424704 std=0.01571152339728502


2020-07-04 12:30:24.407965
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=14.535189628601074 std=8.291524887084961
ys:nrmse  mean=0.05732563823493947 std=0.038667543669571855
ys:r2     mean=0.8895360218817495 std=0.05994141277964029
ys:adj-r2 mean=1.089423220381441 std=0.04852400082161357
--------------------
el:rmse   mean=0.040460631251335144 std=0.007408041972666979
el:nrmse  mean=0.2194506146312916 std=0.05217051902087907
el:r2     mean=0.8352361592197545 std=0.07980623019286966
el:adj-r2 mean=1.1333802520601985 std=0.06460504348946593


2020-07-04 13:14:56.531027
Learning rate: 0.0005, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=15.620501518249512 std=8.719046592712402
ys:nrmse  mean=0.06163789764366961 std=0.04076625680913469
ys:r2     mean=0.877976520988062 std=0.06348786841322243
ys:adj-r2 mean=1.0987809115810927 std=0.05139494109641815
--------------------
el:rmse   mean=0.02820591814815998 std=0.0023094380740076303
el:nrmse  mean=0.1605479837340879 std=0.057881429196985336
el:r2     mean=0.9260626371171824 std=0.005001142338720853
el:adj-r2 mean=1.0598540556670428 std=0.004048543798012074


2020-07-04 13:59:46.334135
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=17.570127487182617 std=10.528914451599121
ys:nrmse  mean=0.06960583749582396 std=0.04875137983833049
ys:r2     mean=0.8457384902330695 std=0.09314917217976623
ys:adj-r2 mean=1.12487836504942 std=0.0754064727169536
--------------------
el:rmse   mean=0.023597711697220802 std=0.0031742264982312918
el:nrmse  mean=0.13042752254149456 std=0.03787971536198908
el:r2     mean=0.9452084709688248 std=0.020965921187667682
el:adj-r2 mean=1.0443550473109515 std=0.016972412390016706


2020-07-04 14:44:59.948633
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=17.125852584838867 std=10.59879207611084
ys:nrmse  mean=0.06795496387701655 std=0.048912668918165945
ys:r2     mean=0.8522479904977079 std=0.09453733257989137
ys:adj-r2 mean=1.1196087695970935 std=0.07653022161229303
--------------------
el:rmse   mean=0.02873574011027813 std=0.002957856748253107
el:nrmse  mean=0.1564974667506898 std=0.03322687151386002
el:r2     mean=0.9216565484230387 std=0.017894029876100795
el:adj-r2 mean=1.0634208893718258 std=0.014485643233034036


2020-07-04 15:30:02.371943
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=18.75140953063965 std=11.84834098815918
ys:nrmse  mean=0.07450911645833243 std=0.054508885135613784
ys:r2     mean=0.8234549889509389 std=0.1178101227873797
ys:adj-r2 mean=1.142917389896859 std=0.09537009939930735
--------------------
el:rmse   mean=0.031676433980464935 std=0.0037833598908036947
el:nrmse  mean=0.1853904625092776 std=0.08445176882126249
el:r2     mean=0.9047118855758507 std=0.023981007694098264
el:adj-r2 mean=1.077137997390978 std=0.019413196704746234


2020-07-04 16:15:29.225876
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=20.395408630371094 std=7.656473159790039
ys:nrmse  mean=0.07875303313379668 std=0.03785628026105379
ys:r2     mean=0.7597248425313164 std=0.10218668313633787
ys:adj-r2 mean=1.194508460807982 std=0.08272255301513062
--------------------
el:rmse   mean=0.03322308883070946 std=0.0022036232985556126
el:nrmse  mean=0.19020548657034933 std=0.07219409740271618
el:r2     mean=0.897013255446112 std=0.009275764925963282
el:adj-r2 mean=1.0833702217817187 std=0.007508952559113132


2020-07-04 16:59:31.352190
Learning rate: 0.001, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=16.725086212158203 std=9.135115623474121
ys:nrmse  mean=0.06588456798298582 std=0.04292229550869651
ys:r2     mean=0.8576322382483053 std=0.07063950014139052
ys:adj-r2 mean=1.11525009284661 std=0.057184357257316146
--------------------
el:rmse   mean=0.03349418565630913 std=0.005106640048325062
el:nrmse  mean=0.19790747991256852 std=0.09556885453814257
el:r2     mean=0.8933669368230651 std=0.03182029162032059
el:adj-r2 mean=1.0863220035241854 std=0.025759283692640432


2020-07-04 17:44:00.033012
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=25.249731063842773 std=11.153258323669434
ys:nrmse  mean=0.09505113295513774 std=0.04339075766050483
ys:r2     mean=0.42844453285336964 std=0.5847010125174071
ys:adj-r2 mean=1.462687759118701 std=0.47332939108552013
--------------------
el:rmse   mean=0.015798168256878853 std=0.0024706057738512754
el:nrmse  mean=0.09189361789048177 std=0.039675772462941204
el:r2     mean=0.9766469673661113 std=0.005342039244867235
el:adj-r2 mean=1.0189048359417194 std=0.004324507960130571


2020-07-04 18:28:34.754969
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=25.924728393554688 std=8.98869514465332
ys:nrmse  mean=0.097572389506133 std=0.03668543440069391
ys:r2     mean=0.4540177668927492 std=0.5052621788003403
ys:adj-r2 mean=1.4419856172772982 std=0.4090217637907516
--------------------
el:rmse   mean=0.021886147558689117 std=0.00037984998198226094
el:nrmse  mean=0.12258990661943976 std=0.03785717623994998
el:r2     mean=0.9550041481199765 std=0.005204211758883849
el:adj-r2 mean=1.0364252134266858 std=0.004212933328620209


2020-07-04 19:12:59.490689
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=26.4788761138916 std=9.742607116699219
ys:nrmse  mean=0.09914015336073849 std=0.03727520485332855
ys:r2     mean=0.38721681273725167 std=0.6120715019872981
ys:adj-r2 mean=1.4960625801650822 std=0.4954864539897175
--------------------
el:rmse   mean=0.027196818962693214 std=0.0037633210886269808
el:nrmse  mean=0.14623325654093774 std=0.02461093093113831
el:r2     mean=0.928797582937306 std=0.022169770103748227
el:adj-r2 mean=1.0576400519078952 std=0.01794695675065329


2020-07-04 19:58:25.617466
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=25.403188705444336 std=7.142535209655762
ys:nrmse  mean=0.09583831892797001 std=0.031912759555118686
ys:r2     mean=0.5218831118192496 std=0.3837439122519918
ys:adj-r2 mean=1.3870470047177503 std=0.31064983372780286
--------------------
el:rmse   mean=0.03200443834066391 std=0.0023493582848459482
el:nrmse  mean=0.17752344370846096 std=0.05047514875189301
el:r2     mean=0.9018728118300929 std=0.025271513838270577
el:adj-r2 mean=1.079436295185163 std=0.02045789215479048


2020-07-04 20:43:07.665813
Learning rate: 5e-06, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=19.718154907226562 std=7.256028175354004
ys:nrmse  mean=0.07620452923893914 std=0.036338821095480214
ys:r2     mean=0.7824205493888012 std=0.07445448175321992
ys:adj-r2 mean=1.1761357457328752 std=0.06027267570498756
--------------------
el:rmse   mean=0.026776211336255074 std=0.0016076163155958056
el:nrmse  mean=0.14840573689748224 std=0.041189740595517305
el:r2     mean=0.931752339693178 std=0.015164628165601145
el:adj-r2 mean=1.0552481059626653 std=0.012276127562629443


2020-07-04 21:28:03.877983
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=20.735158920288086 std=9.932785034179688
ys:nrmse  mean=0.07672217223045309 std=0.03412966071037993
ys:r2     mean=0.5385469845380007 std=0.5352537316033977
ys:adj-r2 mean=1.373557202993047 std=0.43330063986941714
--------------------
el:rmse   mean=0.0166788250207901 std=0.0017138232942670584
el:nrmse  mean=0.09699134858072715 std=0.042417662753746636
el:r2     mean=0.9735500932988318 std=0.006163197532508622
el:adj-r2 mean=1.0214118292342789 std=0.004989255145364182


2020-07-04 22:13:37.806941
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=24.9027156829834 std=12.067296028137207
ys:nrmse  mean=0.09271647343749616 std=0.043092487839357464
ys:r2     mean=0.3592172529896223 std=0.726930066587642
ys:adj-r2 mean=1.5187288904369722 std=0.5884671967614244
--------------------
el:rmse   mean=0.022856727242469788 std=0.002951039234176278
el:nrmse  mean=0.12339082079908105 std=0.02251193842296414
el:r2     mean=0.950135511710462 std=0.013460646021045028
el:adj-r2 mean=1.0403664905201022 std=0.0108967134456078


2020-07-04 22:58:30.225143
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=23.199846267700195 std=6.601144313812256
ys:nrmse  mean=0.08739532654182347 std=0.02880332553128242
ys:r2     mean=0.5928828274192834 std=0.3376853404509484
ys:adj-r2 mean=1.3295710444701039 std=0.27336432322219634
--------------------
el:rmse   mean=0.022250691428780556 std=0.003769680391997099
el:nrmse  mean=0.12090985472341449 std=0.027228345029281457
el:r2     mean=0.9533808799293327 std=0.01213036488943687
el:adj-r2 mean=1.0377392876762543 std=0.009819819196210791


2020-07-04 23:44:16.170764
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=23.267595291137695 std=5.918449401855469
ys:nrmse  mean=0.08850506773532829 std=0.03063421180843329
ys:r2     mean=0.6513187673231084 std=0.1986685909381016
ys:adj-r2 mean=1.282265759786055 std=0.1608269545689394
--------------------
el:rmse   mean=0.027357816696166992 std=0.0061975400894880295
el:nrmse  mean=0.14265052045225288 std=0.00913220782218041
el:r2     mean=0.9255177243649607 std=0.03300222769224809
el:adj-r2 mean=1.0602951755140795 std=0.02671608908420082


2020-07-05 00:29:13.117687
Learning rate: 1e-05, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=23.700979232788086 std=8.619268417358398
ys:nrmse  mean=0.09088527365066784 std=0.041114735193053226
ys:r2     mean=0.6375685262318328 std=0.2266128316171451
ys:adj-r2 mean=1.2933969073361353 std=0.1834484827376889
--------------------
el:rmse   mean=0.029318198561668396 std=0.0008284265059046447
el:nrmse  mean=0.16647852722383832 std=0.05936919470888729
el:r2     mean=0.9190490950861987 std=0.010781130204116753
el:adj-r2 mean=1.06553168493022 std=0.008727581593808808


2020-07-05 01:13:49.123355
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=21.156415939331055 std=9.746294975280762
ys:nrmse  mean=0.08085227315132815 std=0.041745669521038725
ys:r2     mean=0.6556400908102428 std=0.2970207195524486
ys:adj-r2 mean=1.2787675455345653 std=0.24044534439960125
--------------------
el:rmse   mean=0.018624035641551018 std=0.003385154763236642
el:nrmse  mean=0.11002627323538632 std=0.0552953417547398
el:r2     mean=0.9658774362595444 std=0.012910622674217415
el:adj-r2 mean=1.0276230277898926 std=0.010451456450556887


2020-07-05 01:59:33.188132
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=16.541685104370117 std=12.803263664245605
ys:nrmse  mean=0.0665351581856679 std=0.05750928873524887
ys:r2     mean=0.8549727951724977 std=0.13004225427587468
ys:adj-r2 mean=1.1174029753365495 std=0.10527230108046999
--------------------
el:rmse   mean=0.020363882184028625 std=0.00237306859344244
el:nrmse  mean=0.11283336390205394 std=0.03309558174651129
el:r2     mean=0.9595301030259291 std=0.014025870844112063
el:adj-r2 mean=1.032761345169486 std=0.011354276397614506


2020-07-05 02:44:49.542020
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=15.793750762939453 std=11.534388542175293
ys:nrmse  mean=0.0633045204781875 std=0.05216299975270775
ys:r2     mean=0.8709483059664066 std=0.10818491683805535
ys:adj-r2 mean=1.1044704189795755 std=0.08757826601175908
--------------------
el:rmse   mean=0.020939668640494347 std=0.003044725861400366
el:nrmse  mean=0.11544514256050464 std=0.03291981267049831
el:r2     mean=0.9566351846661235 std=0.01756729816982099
el:adj-r2 mean=1.0351048505083762 std=0.014221146137474147


2020-07-05 03:30:18.416327
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=16.15851402282715 std=7.490776062011719
ys:nrmse  mean=0.06289742985439106 std=0.03567262618414132
ys:r2     mean=0.8517264001018651 std=0.07007494801724902
ys:adj-r2 mean=1.1200310094413475 std=0.05672733887110638
--------------------
el:rmse   mean=0.021500831469893456 std=0.0007484692614525557
el:nrmse  mean=0.11984052116578943 std=0.035223444447489885
el:r2     mean=0.9563326391115909 std=0.0072168281252796744
el:adj-r2 mean=1.035349768338236 std=0.0058421941966550405


2020-07-05 04:14:59.640651
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=14.417099952697754 std=8.432229995727539
ys:nrmse  mean=0.05701174532650035 std=0.03922523558800248
ys:r2     mean=0.894869264690339 std=0.06009780283106705
ys:adj-r2 mean=1.085105833345916 std=0.04865060229181613
--------------------
el:rmse   mean=0.02031911164522171 std=0.002556445309892297
el:nrmse  mean=0.11438955551133666 std=0.04029155676497985
el:r2     mean=0.9595596821342207 std=0.013866913829307666
el:adj-r2 mean=1.0327374001770595 std=0.011225596909439492


2020-07-05 04:58:43.764633
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=14.862594604492188 std=9.151619911193848
ys:nrmse  mean=0.05871935064714753 std=0.041974540155925326
ys:r2     mean=0.8777037847059262 std=0.0744972041657789
ys:adj-r2 mean=1.0990016980952027 std=0.060307260515154365
--------------------
el:rmse   mean=0.019393833354115486 std=0.0007761223241686821
el:nrmse  mean=0.10981849198002654 std=0.03849436264193714
el:r2     mean=0.964363140812722 std=0.006239934964711242
el:adj-r2 mean=1.0288488860087488 std=0.005051375923813847


2020-07-05 05:44:03.435163
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=19.506208419799805 std=14.38127613067627
ys:nrmse  mean=0.07816111692252171 std=0.0649254539708026
ys:r2     mean=0.798715299477629 std=0.16651329998490816
ys:adj-r2 mean=1.162944757565729 std=0.1347964809401637
--------------------
el:rmse   mean=0.017968149855732918 std=0.0008981323917396367
el:nrmse  mean=0.10101151405709703 std=0.03317362663318074
el:r2     mean=0.9692666566133541 std=0.006386110610776721
el:adj-r2 mean=1.024879373217761 std=0.005169708589676454


2020-07-05 06:27:44.026530
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=14.680142402648926 std=9.308502197265625
ys:nrmse  mean=0.058309573082284766 std=0.042835107469139815
ys:r2     mean=0.8901622349358916 std=0.07288286335145086
ys:adj-r2 mean=1.0889162860042783 std=0.059000413189269685
--------------------
el:rmse   mean=0.01971486024558544 std=0.0025156941264867783
el:nrmse  mean=0.1156811049117777 std=0.053492959315621466
el:r2     mean=0.9631238461265199 std=0.00959370570201445
el:adj-r2 mean=1.0298521245642458 std=0.0077663331873451


2020-07-05 07:12:50.583719
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=17.452795028686523 std=10.754403114318848
ys:nrmse  mean=0.06925035601622996 std=0.04962430350607133
ys:r2     mean=0.8475072292064715 std=0.0971800889084954
ys:adj-r2 mean=1.1234465287376183 std=0.07866959578306773
--------------------
el:rmse   mean=0.024044448509812355 std=0.00386981712654233
el:nrmse  mean=0.12856541895087184 std=0.019810258997415748
el:r2     mean=0.9433470523769004 std=0.02217641618185692
el:adj-r2 mean=1.0458619099806044 std=0.017952336909122197


2020-07-05 07:58:20.298055
Learning rate: 0.0005, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=18.184629440307617 std=11.539229393005371
ys:nrmse  mean=0.0722375937363576 std=0.05309482396844582
ys:r2     mean=0.8317378488147437 std=0.11195589198168873
