2020-07-03 22:59:07.477570
Learning rate: 5e-06, Weight decay: 1e-06, LR adjust start: 20000, Dropout: 0.01
Overall Results
el:rmse   mean=0.029842102900147438 std=0.006064656190574169
el:nrmse  mean=0.16261191769476135 std=0.043591160290275
el:r2     mean=0.9091679501091209 std=0.047313810273644466
el:adj-r2 mean=1.0735307070545212 std=0.03830165593580735


2020-07-05 07:21:00.360292
Learning rate: 0.001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=15.175984382629395 std=7.0024614334106445
ys:nrmse  mean=0.05911209644646062 std=0.03350084696674655
ys:r2     mean=0.8715815298312991 std=0.057047076416133345
ys:adj-r2 mean=1.1039578091841864 std=0.046180966622584196
--------------------
el:rmse   mean=0.020290207117795944 std=0.0063863480463624
el:nrmse  mean=0.12546637947283693 std=0.08080992897822933
el:r2     mean=0.9572483892114367 std=0.026590673434255942
el:adj-r2 mean=1.0346084468288372 std=0.02152578325630242


2020-07-05 08:04:50.206146
Learning rate: 0.001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=36.313385009765625 std=1.0002607107162476
ys:nrmse  mean=0.13584787985381827 std=0.01802710502426038
ys:r2     mean=0.11245010943560234 std=0.42069150368317726
ys:adj-r2 mean=1.7184927685521314 std=0.34055978869590536
--------------------
el:rmse   mean=0.01884196698665619 std=0.004477968439459801
el:nrmse  mean=0.09968585718926383 std=0.017178517930386803
el:r2     mean=0.9657283942503817 std=0.013161034751194083
el:adj-r2 mean=1.027743680844929 std=0.010654170989061927


2020-07-05 08:47:56.703023
Learning rate: 0.001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=34.73575210571289 std=11.146883964538574
ys:nrmse  mean=0.13288658416426744 std=0.05495473576037242
ys:r2     mean=0.2339782931979469 std=0.4440181983558688
ys:adj-r2 mean=1.6201128102683287 std=0.35944330343094144
--------------------
el:rmse   mean=0.02333788573741913 std=0.0008494509966112673
el:nrmse  mean=0.1307805955378399 std=0.040388314224974645
el:r2     mean=0.9491103900430916 std=0.0033222466589883943
el:adj-r2 mean=1.0411963509174973 std=0.002689437771562056


2020-07-05 09:32:15.596613
Learning rate: 0.001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=33.46223068237305 std=6.793699741363525
ys:nrmse  mean=0.12429369648226592 std=0.024333752134894457
ys:r2     mean=0.22235254143935282 std=0.408385325789614
ys:adj-r2 mean=1.6295241331205237 std=0.33059764468683045
--------------------
el:rmse   mean=0.024916240945458412 std=0.003067950950935483
el:nrmse  mean=0.1447814661757422 std=0.06185646827426723
el:r2     mean=0.9419236035083093 std=0.01109169460872087
el:adj-r2 mean=1.0470142257313686 std=0.008978990873726363


2020-07-05 10:15:45.657596
Learning rate: 0.001, Weight decay: 1e-05, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=38.193599700927734 std=9.790406227111816
ys:nrmse  mean=0.14099609613499084 std=0.03097553024165149
ys:r2     mean=-0.2832436569332543 std=1.2069497817942383
ys:adj-r2 mean=2.0388162937078724 std=0.9770545852620024
--------------------
el:rmse   mean=0.020614823326468468 std=0.00608028145506978
el:nrmse  mean=0.12732534716774196 std=0.07938693134745582
el:r2     mean=0.9571246672687654 std=0.025384730469264812
el:adj-r2 mean=1.03470860268719 std=0.020549543713214317


2020-07-05 10:58:44.776286
Learning rate: 5e-06, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=28.632349014282227 std=12.199185371398926
ys:nrmse  mean=0.1102957888021433 std=0.05652640751895266
ys:r2     mean=0.4659129669488549 std=0.3500651391333692
ys:adj-r2 mean=1.4323561696128317 std=0.2833860650127275
--------------------
el:rmse   mean=0.02769993245601654 std=0.006033177487552166
el:nrmse  mean=0.15591971028905605 std=0.054641092708294654
el:r2     mean=0.9279624225746304 std=0.023540935879788435
el:adj-r2 mean=1.0583161341062517 std=0.019056948093162066


2020-07-05 11:41:57.143748
Learning rate: 5e-06, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=34.87492370605469 std=6.9393510818481445
ys:nrmse  mean=0.13200342374748317 std=0.03809471340356364
ys:r2     mean=0.20211576206634452 std=0.4537798906137893
ys:adj-r2 mean=1.6459062878510544 std=0.36734562573497237
--------------------
el:rmse   mean=0.02165874093770981 std=0.0013185420539230108
el:nrmse  mean=0.12255064233480302 std=0.0431449730665796
el:r2     mean=0.9552436814615334 std=0.009730989963930467
el:adj-r2 mean=1.0362313054835204 std=0.007877468066039018


2020-07-05 12:25:20.452351
Learning rate: 5e-06, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=28.918378829956055 std=7.537533283233643
ys:nrmse  mean=0.11013300297085026 std=0.03909977695592136
ys:r2     mean=0.4680851871755509 std=0.2918362508117825
ys:adj-r2 mean=1.4305977056197923 std=0.23624839351430008
--------------------
el:rmse   mean=0.028640680015087128 std=0.0052454364486038685
el:nrmse  mean=0.17013778407693383 std=0.08749440865828653
el:r2     mean=0.9197411213843208 std=0.030707890162867322
el:adj-r2 mean=1.0649714731650737 std=0.02485876822708308


2020-07-05 13:07:26.268945
Learning rate: 5e-06, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=58.84818649291992 std=8.42349910736084
ys:nrmse  mean=0.2224244198549036 std=0.05497019748411315
ys:r2     mean=-1.1975575711259472 std=0.9785913336804071
ys:adj-r2 mean=2.778975176625767 std=0.7921929844079486
--------------------
el:rmse   mean=0.02453864924609661 std=0.00564939621835947
el:nrmse  mean=0.14322791877325633 std=0.06460828755739502
el:r2     mean=0.9429997271400832 std=0.019358311511216378
el:adj-r2 mean=1.0461430780294565 std=0.0156710140805085


2020-07-05 13:50:22.336965
Learning rate: 5e-06, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=49.52570724487305 std=15.960505485534668
ys:nrmse  mean=0.19025328466103206 std=0.08128155732161506
ys:r2     mean=-0.44686218333456046 std=0.6163809026534068
ys:adj-r2 mean=2.17126938650893 std=0.49897501643371034
--------------------
el:rmse   mean=0.04449877142906189 std=0.006201124284416437
el:nrmse  mean=0.2445893908966957 std=0.06624412936928219
el:r2     mean=0.8048738081828734 std=0.07707490801795001
el:adj-r2 mean=1.1579592981376738 std=0.06239397315738808


2020-07-05 14:33:37.401603
Learning rate: 1e-05, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=22.74003028869629 std=8.513734817504883
ys:nrmse  mean=0.08523359216302344 std=0.03282928507983932
ys:r2     mean=0.5496784752554544 std=0.448784172683966
ys:adj-r2 mean=1.364545996221775 std=0.36330147312511524
--------------------
el:rmse   mean=0.015290997922420502 std=0.0070287869311869144
el:nrmse  mean=0.0989660215001784 std=0.0751736853039754
el:r2     mean=0.9739376355071557 std=0.02239388089813449
el:adj-r2 mean=1.0210981045894452 std=0.018128379774680282


2020-07-05 15:16:36.891269
Learning rate: 1e-05, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=30.945322036743164 std=2.7168185710906982
ys:nrmse  mean=0.11483696663385419 std=0.009755838292503732
ys:r2     mean=0.28267052592895686 std=0.47572826239302335
ys:adj-r2 mean=1.5806952885337016 std=0.38511335527054263
--------------------
el:rmse   mean=0.01800968311727047 std=0.0009740075329318643
el:nrmse  mean=0.10186717165502675 std=0.03560955313383182
el:r2     mean=0.9691199843631747 std=0.006339538904312332
el:adj-r2 mean=1.0249981078964776 std=0.005132007684443339


2020-07-05 15:59:56.944939
Learning rate: 1e-05, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=35.737613677978516 std=10.194448471069336
ys:nrmse  mean=0.1339483715302017 std=0.04148682198772004
ys:r2     mean=-0.020389355382292623 std=0.9086723641183625
ys:adj-r2 mean=1.8260294781666182 std=0.7355919138101031
--------------------
el:rmse   mean=0.03572215512394905 std=0.014309173449873924
el:nrmse  mean=0.19910832036772877 std=0.08157770853356486
el:r2     mean=0.8716645456509351 std=0.08601107660134213
el:adj-r2 mean=1.1038906059016238 std=0.06962801439156273


2020-07-05 16:42:41.154477
Learning rate: 1e-05, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=39.33396911621094 std=6.060163497924805
ys:nrmse  mean=0.14893056055202897 std=0.038925498200900716
ys:r2     mean=0.03812915426551936 std=0.38424546217049776
ys:adj-r2 mean=1.7786573513088653 std=0.3110558503284982
--------------------
el:rmse   mean=0.045060236006975174 std=0.007597413845360279
el:nrmse  mean=0.2412587632191767 std=0.04035227312574721
el:r2     mean=0.7992037215158541 std=0.08605539349903929
el:adj-r2 mean=1.1625493682966896 std=0.06966388997541272


2020-07-05 17:24:51.832075
Learning rate: 1e-05, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=51.82802200317383 std=16.240158081054688
ys:nrmse  mean=0.194341886515501 std=0.0650548950828771
ys:r2     mean=-1.1937206132747002 std=2.0241488076816707
ys:adj-r2 mean=2.7758690678890425 std=1.6385966538375432
--------------------
el:rmse   mean=0.025079749524593353 std=0.003030958119779825
el:nrmse  mean=0.146045275883468 std=0.06537334711236671
el:r2     mean=0.9395529534883268 std=0.016704422077796155
el:adj-r2 mean=1.0489333233665927 std=0.013522627396311163


2020-07-05 18:03:56.471147
Learning rate: 0.0001, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=19.19506072998047 std=3.4930810928344727
ys:nrmse  mean=0.07157350139338187 std=0.014354487500114891
ys:r2     mean=0.7163391222234557 std=0.2241301826407096
ys:adj-r2 mean=1.2296302343905359 std=0.18143871928057448
--------------------
el:rmse   mean=0.018709316849708557 std=0.00597550580278039
el:nrmse  mean=0.11618042242352478 std=0.07561006951740175
el:r2     mean=0.9637634482882204 std=0.023186954610227923
el:adj-r2 mean=1.0293343513857263 std=0.018770391827327346


2020-07-05 18:41:33.467957
Learning rate: 0.0001, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=29.895498275756836 std=8.109844207763672
ys:nrmse  mean=0.111777373247263 std=0.03218403310797388
ys:r2     mean=0.2779610686261216 std=0.646333696080012
ys:adj-r2 mean=1.5845077063502824 std=0.5232225158742955
--------------------
el:rmse   mean=0.0230256300419569 std=0.007921559736132622
el:nrmse  mean=0.14347063180588995 std=0.09616579369136684
el:r2     mean=0.943914016758744 std=0.0375396144177673
el:adj-r2 mean=1.0454029388143502 std=0.030389211671525924


2020-07-05 19:18:40.951131
Learning rate: 0.0001, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=36.67216873168945 std=5.377612590789795
ys:nrmse  mean=0.1364136358386185 std=0.021343861520379308
ys:r2     mean=-0.029990084960114977 std=0.775135003349012
ys:adj-r2 mean=1.8338014973486645 std=0.6274902408063429
--------------------
el:rmse   mean=0.025439118966460228 std=0.008168043568730354
el:nrmse  mean=0.15768614792100524 std=0.1025905627197287
el:r2     mean=0.9326205587370735 std=0.042797442336215595
el:adj-r2 mean=1.05454526197475 std=0.034645548557888824


2020-07-05 19:56:11.846135
Learning rate: 0.0001, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=41.08543014526367 std=9.402941703796387
ys:nrmse  mean=0.15084740731986937 std=0.025009250628615018
ys:r2     mean=-0.48804245331981483 std=1.3227187298690601
ys:adj-r2 mean=2.204605795544612 std=1.0707723051320963
--------------------
el:rmse   mean=0.02968684583902359 std=0.007010681089013815
el:nrmse  mean=0.1798666860606805 std=0.10289924071420854
el:r2     mean=0.9125532703671562 std=0.04235597596726366
el:adj-r2 mean=1.0707902097027784 std=0.03428817102111819


2020-07-05 20:32:51.601051
Learning rate: 0.0001, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=42.41167068481445 std=10.094306945800781
ys:nrmse  mean=0.16200455592041088 std=0.055454696348147876
ys:r2     mean=-0.011473455224403314 std=0.12248872257565056
ys:adj-r2 mean=1.8188118447054693 std=0.09915753732314578
--------------------
el:rmse   mean=0.031388696283102036 std=0.0041242060251533985
el:nrmse  mean=0.18215255294470348 std=0.08064470692779448
el:r2     mean=0.9044575675477833 std=0.028850164987694864
el:adj-r2 mean=1.0773438738898897 std=0.02335489546622923


2020-07-05 21:09:51.062273
Learning rate: 0.0005, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=20.903724670410156 std=8.024977684020996
ys:nrmse  mean=0.08083572067122817 std=0.03966702967238145
ys:r2     mean=0.7518719186340999 std=0.09829371174356545
ys:adj-r2 mean=1.2008655896771574 std=0.07957109998288638
--------------------
el:rmse   mean=0.017675131559371948 std=0.007139182183891535
el:nrmse  mean=0.11180465222729229 std=0.07698208206250513
el:r2     mean=0.9669469373396109 std=0.02377324246188422
el:adj-r2 mean=1.0267572412012673 std=0.01924500580247775


2020-07-05 21:47:06.492088
Learning rate: 0.0005, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=18.129737854003906 std=8.161727905273438
ys:nrmse  mean=0.07075997131057445 std=0.039060431054017755
ys:r2     mean=0.8334914343166459 std=0.05193546705468008
ys:adj-r2 mean=1.1347926484103343 std=0.042042997139502894
--------------------
el:rmse   mean=0.023645222187042236 std=0.00433632917702198
el:nrmse  mean=0.13724001035212918 std=0.058771226987962506
el:r2     mean=0.9476070886105198 std=0.013749839867925428
el:adj-r2 mean=1.0424133092200554 std=0.011130822750225389


2020-07-05 22:24:21.595205
Learning rate: 0.0005, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=27.92447853088379 std=5.721914768218994
ys:nrmse  mean=0.10637025247633163 std=0.03359242599164201
ys:r2     mean=0.5435849440825872 std=0.11590401112591038
ys:adj-r2 mean=1.3694788547902865 std=0.09382705662573702
--------------------
el:rmse   mean=0.021915310993790627 std=0.006406698375940323
el:nrmse  mean=0.1347639787523924 std=0.08152895406127544
el:r2     mean=0.9521443162952025 std=0.02668967119554636
el:adj-r2 mean=1.038740315380074 std=0.021605924301156636


2020-07-05 23:01:44.333836
Learning rate: 0.0005, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=39.576961517333984 std=4.42548942565918
ys:nrmse  mean=0.14813006899383283 std=0.025758833468289045
ys:r2     mean=-0.10734542610580848 std=0.7014405780684183
ys:adj-r2 mean=1.8964224877999403 std=0.5678328489125292
--------------------
el:rmse   mean=0.02513221465051174 std=0.008229415863752365
el:nrmse  mean=0.15639342599768688 std=0.10039979153291637
el:r2     mean=0.935674988516319 std=0.040697790423455234
el:adj-r2 mean=1.0520726283439323 std=0.032945830342797175


2020-07-05 23:39:25.320564
Learning rate: 0.0005, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=40.02409744262695 std=2.8670294284820557
ys:nrmse  mean=0.14847300561911028 std=0.0096577415394812
ys:r2     mean=-0.14474136767242185 std=0.5915914326799835
ys:adj-r2 mean=1.9266953928776749 std=0.4789073502647485
--------------------
el:rmse   mean=0.02941843867301941 std=0.012605231255292892
el:nrmse  mean=0.18827083143961745 std=0.14084735414273697
el:r2     mean=0.903606196803043 std=0.07898413729305097
el:adj-r2 mean=1.078033078778489 std=0.06393953971342223


2020-07-06 00:15:41.430757
Learning rate: 0.001, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.01
Overall Results
ys:rmse   mean=17.34015464782715 std=6.075789451599121
ys:nrmse  mean=0.0668172654884552 std=0.03050156342602823
ys:r2     mean=0.825923448440507 std=0.0708472468608679
ys:adj-r2 mean=1.1409191131672085 std=0.057352533173083566
--------------------
el:rmse   mean=0.017644127830863 std=0.004173570778220892
el:nrmse  mean=0.10685750563520095 std=0.059746847356525724
el:r2     mean=0.9696700737434248 std=0.01395428274241723
el:adj-r2 mean=1.0245527974457989 std=0.01129632412481395


2020-07-06 00:49:48.605382
Learning rate: 0.001, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.05
Overall Results
ys:rmse   mean=17.741487503051758 std=4.793186187744141
ys:nrmse  mean=0.06802560840020355 std=0.025962587903911833
ys:r2     mean=0.8233746192272161 std=0.03222764796551769
ys:adj-r2 mean=1.1429824511017774 std=0.02608904835303812
--------------------
el:rmse   mean=0.024742424488067627 std=0.003723392728716135
el:nrmse  mean=0.14590530093170778 std=0.07083439275206324
el:r2     mean=0.9409933312696818 std=0.018997836199954328
el:adj-r2 mean=1.0477673032578767 std=0.015379200733296322


2020-07-06 01:24:27.989257
Learning rate: 0.001, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.1
Overall Results
ys:rmse   mean=30.657102584838867 std=5.544854164123535
ys:nrmse  mean=0.11601538276153951 std=0.03202221063910347
ys:r2     mean=0.39241113798514954 std=0.31851606566515006
ys:adj-r2 mean=1.4918576502024983 std=0.25784633887178815
--------------------
el:rmse   mean=0.02449360303580761 std=0.010450982488691807
el:nrmse  mean=0.15433748694496463 std=0.10477368133087173
el:r2     mean=0.9361808644189337 std=0.04408250730619779
el:adj-r2 mean=1.0516631097561013 std=0.03568583924787435


2020-07-06 01:58:41.627696
Learning rate: 0.001, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.15
Overall Results
ys:rmse   mean=40.18704605102539 std=8.382481575012207
ys:nrmse  mean=0.148962197655043 std=0.0285121716329817
ys:r2     mean=-0.3298263796505238 std=1.1480029897639656
ys:adj-r2 mean=2.0765261168599483 std=0.9293357536184484
--------------------
el:rmse   mean=0.030215466395020485 std=0.0067859613336622715
el:nrmse  mean=0.18259972397728497 std=0.10120696972052748
el:r2     mean=0.9110943246531575 std=0.039822229763621174
el:adj-r2 mean=1.071971260995063 std=0.03223704314197913


2020-07-06 02:32:43.584740
Learning rate: 0.001, Weight decay: 0.0001, LR adjust start: 20000, Dropout: 0.2
Overall Results
ys:rmse   mean=42.12498474121094 std=8.776309967041016
ys:nrmse  mean=0.15486056649032587 std=0.02278535260276812
ys:r2     mean=-0.527947728669074 std=1.3108421587015984
ys:adj-r2 mean=2.2369100660654406 std=1.0611579379965321
--------------------
el:rmse   mean=0.03011441044509411 std=0.0059771048836410046
el:nrmse  mean=0.16200841408391817 std=0.03430791662708892
el:r2     mean=0.9080970432002339 std=0.04720252130824607
el:adj-r2 mean=1.0743976316950488 std=0.038211564868580204


