2020-06-06 12:15:53.032651
Learning rate: 0.0001, Weight decay: 1e-05, LR adjust start: 20000
Overall Results
ys:nrmse  mean=0.06426466559423108 std=0.04153087482320565
ys:r2     mean=0.48530231732432333 std=0.5508024273972864
ys:adj-r2 mean=1.6243824988083073 std=0.6831501252366665
--------------------
el:rmse   mean=0.015224034897983074 std=0.003673963248729706
el:nrmse  mean=0.09304708380710555 std=0.05007800401174257
el:r2     mean=0.9718547935359313 std=0.01054950798059464
el:adj-r2 mean=1.0337346099682545 std=0.013763798228561282


2020-06-07 12:27:05.136298
Learning rate: 0.0003, Weight decay: 0.0005, LR adjust start: 40000
Overall Results
ys:rmse   mean=17.353178024291992 std=11.990416526794434
ys:nrmse  mean=0.06343516168312438 std=0.04155156001768555
ys:r2     mean=0.4660116615699261 std=0.5854090206465741
ys:adj-r2 mean=1.6529195198220363 std=0.7268878001082593
--------------------
el:rmse   mean=0.015600914135575294 std=0.0033892018254846334
el:nrmse  mean=0.09472100713866674 std=0.0491697215925975
el:r2     mean=0.9699873652934698 std=0.011563159245969871
el:adj-r2 mean=1.0360383747683455 std=0.015103869199924028


2020-06-07 12:54:30.439257
Learning rate: 0.0005, Weight decay: 0.0005, LR adjust start: 20000
Overall Results
ys:rmse   mean=16.685054779052734 std=11.514510154724121
ys:nrmse  mean=0.06100739337559613 std=0.039702167677234876
ys:r2     mean=0.5474781958133891 std=0.5041326415025073
ys:adj-r2 mean=1.5493235645413976 std=0.6259001869760824
--------------------
el:rmse   mean=0.015196998603641987 std=0.003672210732474923
el:nrmse  mean=0.09307111338307998 std=0.050198058972953825
el:r2     mean=0.9721319731910153 std=0.010026813151987423
el:adj-r2 mean=1.0333865869513086 std=0.013107726536826512


2020-06-07 13:25:25.082889
Learning rate: 0.0005, Weight decay: 0.0005, LR adjust start: 30000
Overall Results
ys:rmse   mean=18.238920211791992 std=14.954630851745605
ys:nrmse  mean=0.06577022247253925 std=0.05187627860818077
ys:r2     mean=0.29082449652637454 std=0.8134090947005376
ys:adj-r2 mean=1.8693035926184958 std=1.0088004521509852
--------------------
el:rmse   mean=0.015238125808537006 std=0.0036989604122936726
el:nrmse  mean=0.093162678201328 std=0.049814935439716074
el:r2     mean=0.9721316425396911 std=0.009781523156102116
el:adj-r2 mean=1.0334334423491591 std=0.012885144756269363


2020-06-07 13:56:33.085105
Learning rate: 0.0005, Weight decay: 0.0005, LR adjust start: 40000
Overall Results
ys:rmse   mean=14.3091402053833 std=7.341459274291992
ys:nrmse  mean=0.0524217186330491 std=0.02528580287636028
ys:r2     mean=0.6237053010109443 std=0.3576583822770862
ys:adj-r2 mean=1.4584552402896263 std=0.4457799333656161
--------------------
el:rmse   mean=0.015211562626063824 std=0.0037212097086012363
el:nrmse  mean=0.09318215109156196 std=0.05043260906383835
el:r2     mean=0.972074693407263 std=0.010181823953844062
el:adj-r2 mean=1.0334655924610117 std=0.013306060090298681


2020-06-07 14:21:01.272442
Learning rate: 0.001, Weight decay: 0.0005, LR adjust start: 20000
Overall Results
ys:rmse   mean=15.005969047546387 std=12.594222068786621
ys:nrmse  mean=0.05461168440954707 std=0.04381870729100717
ys:r2     mean=0.5506788003004239 std=0.564377228718165
ys:adj-r2 mean=1.5518719316287657 std=0.6991835337068643
--------------------
el:rmse   mean=0.015063832513988018 std=0.0039267102256417274
el:nrmse  mean=0.09231466323443202 std=0.04976688610436007
el:r2     mean=0.9733894903263665 std=0.00891661178998273
el:adj-r2 mean=1.0318753043575632 std=0.0117772683385423


2020-06-07 14:48:47.965995
Learning rate: 0.001, Weight decay: 0.0005, LR adjust start: 30000
Overall Results
ys:rmse   mean=18.1376895904541 std=16.475317001342773
ys:nrmse  mean=0.06567021230507139 std=0.05739791355034232
ys:r2     mean=0.33584842276422533 std=0.8960816505941642
ys:adj-r2 mean=1.8145124344520287 std=1.1100266403250036
--------------------
el:rmse   mean=0.014992265030741692 std=0.004080394748598337
el:nrmse  mean=0.09258346142995381 std=0.051837818400981346
el:r2     mean=0.9734685054284963 std=0.009605529147256289
el:adj-r2 mean=1.031725020931835 std=0.012471304535354796


2020-06-07 15:19:21.527297
Learning rate: 0.001, Weight decay: 0.0005, LR adjust start: 40000
Overall Results
ys:rmse   mean=16.778425216674805 std=15.000163078308105
ys:nrmse  mean=0.06154792006577905 std=0.05234420662818754
ys:r2     mean=0.4612693176602547 std=0.762282008874087
ys:adj-r2 mean=1.662265499658837 std=0.9436449996223394
--------------------
el:rmse   mean=0.015275699086487293 std=0.0036426254082471132
el:nrmse  mean=0.09333163997453357 std=0.04992149507234179
el:r2     mean=0.9717690784800984 std=0.010256005818019975
el:adj-r2 mean=1.0338488398002155 std=0.013435594526188133


2020-06-07 15:45:47.820063
Learning rate: 0.003, Weight decay: 0.0005, LR adjust start: 20000
Overall Results
ys:rmse   mean=19.435335159301758 std=21.053279876708984
ys:nrmse  mean=0.07031516664946202 std=0.07367558190411444
ys:r2     mean=0.13332439771720256 std=1.3395856154357502
ys:adj-r2 mean=2.067647621432566 std=1.6565086753886125
--------------------
el:rmse   mean=0.013815666548907757 std=0.0010677400277927518
el:nrmse  mean=0.07931808836201769 std=0.028656991633242635
el:r2     mean=0.9729606168852598 std=0.01919201971809513
el:adj-r2 mean=1.0325306126042348 std=0.024157729712737292


2020-06-07 16:14:13.179764
Learning rate: 0.003, Weight decay: 0.0005, LR adjust start: 30000
Overall Results
ys:rmse   mean=20.889881134033203 std=22.877275466918945
ys:nrmse  mean=0.07568722952120595 std=0.08006771338269662
ys:r2     mean=0.023714880514897806 std=1.5769973311769714
ys:adj-r2 mean=2.2021224304243345 std=1.9501779237567407
--------------------
el:rmse   mean=0.015429841354489326 std=0.003354820189997554
el:nrmse  mean=0.09329308022032103 std=0.0479479825930922
el:r2     mean=0.970495646385525 std=0.011749966803136414
el:adj-r2 mean=1.0354774326851814 std=0.015350876236462318


2020-06-07 16:45:47.090566
Learning rate: 0.003, Weight decay: 0.0005, LR adjust start: 40000
Overall Results
ys:rmse   mean=18.752574920654297 std=18.477357864379883
ys:nrmse  mean=0.06883841304185352 std=0.0651793529228566
ys:r2     mean=0.2850774765902754 std=1.0592798142219613
ys:adj-r2 mean=1.88153493266855 std=1.3095424546753882
--------------------
el:rmse   mean=0.014470204710960388 std=0.0037621022202074528
el:nrmse  mean=0.08760979444234036 std=0.04774968373588208
el:r2     mean=0.9736881692930741 std=0.012308783389896445
el:adj-r2 mean=1.0316527489749592 std=0.01586148820255544


2020-06-07 17:12:19.146903
Learning rate: 0.005, Weight decay: 0.0005, LR adjust start: 20000
Overall Results
ys:rmse   mean=23.811603546142578 std=31.016752243041992
ys:nrmse  mean=0.08516808121405953 std=0.1089689884180952
ys:r2     mean=-0.6457336061705663 std=2.619065067660116
ys:adj-r2 mean=3.031631042997457 std=3.2361381180592765
--------------------
el:rmse   mean=0.014327389188110828 std=0.002666629385203123
el:nrmse  mean=0.08384485296589227 std=0.035828492959940894
el:r2     mean=0.9745481885493446 std=0.009422945535263662
el:adj-r2 mean=1.030400237694569 std=0.012030689978729926


2020-06-07 17:43:03.521002
Learning rate: 0.005, Weight decay: 0.0005, LR adjust start: 30000
Overall Results
ys:rmse   mean=25.365278244018555 std=29.32794952392578
ys:nrmse  mean=0.09331475463145765 std=0.10337082482303996
ys:r2     mean=-0.4076024875455887 std=2.468920187278946
ys:adj-r2 mean=2.7373357017034343 std=3.050661267457893
--------------------
el:rmse   mean=0.012852191925048828 std=0.00277004879899323
el:nrmse  mean=0.0726133680221143 std=0.02698040016967411
el:r2     mean=0.9787471929990265 std=0.008819727953612145
el:adj-r2 mean=1.0255739236537893 std=0.011226849521384715


2020-06-07 18:15:51.541387
Learning rate: 0.005, Weight decay: 0.0005, LR adjust start: 40000
Overall Results
ys:rmse   mean=16.74474334716797 std=17.830583572387695
ys:nrmse  mean=0.06056051026532629 std=0.06234095868653499
ys:r2     mean=0.3184360179249032 std=0.9707812734392338
ys:adj-r2 mean=1.8404804247823243 std=1.2001709074066642
--------------------
el:rmse   mean=0.013954992406070232 std=0.0031624569091945887
el:nrmse  mean=0.08181799638598136 std=0.03717831298857415
el:r2     mean=0.9764630835606212 std=0.00721939595037044
el:adj-r2 mean=1.0278507359413278 std=0.00878808833477522


2020-06-07 18:43:29.522832
Learning rate: 0.01, Weight decay: 0.0005, LR adjust start: 20000
Overall Results
ys:rmse   mean=23.706613540649414 std=33.4895133972168
ys:nrmse  mean=0.08508887907158698 std=0.1177448825530168
ys:r2     mean=-0.6425313857423104 std=2.9875057883297202
ys:adj-r2 mean=3.027736583183521 std=3.691135488278244
--------------------
el:rmse   mean=0.012891091406345367 std=0.0036939363926649094
el:nrmse  mean=0.0737527573823383 std=0.030399980628471854
el:r2     mean=0.9799977108170588 std=0.0069980290936371686
el:adj-r2 mean=1.023843696279672 std=0.00828038507431998


2020-06-07 19:14:20.768616
Learning rate: 0.01, Weight decay: 0.0005, LR adjust start: 30000
Overall Results
ys:rmse   mean=20.744943618774414 std=23.60708236694336
ys:nrmse  mean=0.07512875314671837 std=0.0826547826086428
ys:r2     mean=-0.028734611618402982 std=1.6419055130133906
ys:adj-r2 mean=2.268018489454458 std=2.0298784553791327
--------------------
el:rmse   mean=0.029122287407517433 std=0.03086903505027294
el:nrmse  mean=0.12507477030726744 std=0.08932663007212825
el:r2     mean=0.4942043167236747 std=0.9708777513760478
el:adj-r2 mean=1.6234694236434677 std=1.1999719811479048


2020-06-07 19:48:45.110523
Learning rate: 0.01, Weight decay: 0.0005, LR adjust start: 40000
Overall Results
ys:rmse   mean=28.20749855041504 std=30.47662353515625
ys:nrmse  mean=0.10379312888008414 std=0.10676718229886502
ys:r2     mean=-0.6281323580646403 std=2.8184284615170427
ys:adj-r2 mean=3.0038670745893716 std=3.485435152180615
--------------------
el:rmse   mean=0.03035985864698887 std=0.025808725506067276
el:nrmse  mean=0.1977690934647097 std=0.2159057555248295
el:r2     mean=0.8482934811158083 std=0.2194345543750829
el:adj-r2 mean=1.1849531761773955 std=0.27204140521647535


2020-06-07 20:15:03.722393
Learning rate: 0.0001, Weight decay: 0.001, LR adjust start: 20000
Overall Results
ys:rmse   mean=15.393487930297852 std=7.455628871917725
ys:nrmse  mean=0.05603307176937934 std=0.024865302823882184
ys:r2     mean=0.5685397405545846 std=0.37239165176034666
ys:adj-r2 mean=1.5222891716766451 std=0.46255047689544465
--------------------
el:rmse   mean=0.01596219837665558 std=0.004454326815903187
el:nrmse  mean=0.09638378936108291 std=0.05355711078851723
el:r2     mean=0.9678877017649018 std=0.015773311899050263
el:adj-r2 mean=1.0386885657722567 std=0.020265729548505928


2020-06-07 20:42:35.101813
Learning rate: 0.0001, Weight decay: 0.001, LR adjust start: 30000
Overall Results
ys:rmse   mean=15.995269775390625 std=9.704670906066895
ys:nrmse  mean=0.058657499626553714 std=0.0332635640418013
ys:r2     mean=0.6081930961793425 std=0.38666184479396204
ys:adj-r2 mean=1.4736012324504721 std=0.47953239220052973
--------------------
el:rmse   mean=0.015992719680070877 std=0.00447104312479496
el:nrmse  mean=0.09668897454998528 std=0.053865291687255845
el:r2     mean=0.9678047803318496 std=0.015776359012369
el:adj-r2 mean=1.0387773085030336 std=0.020271044020255726


2020-06-07 21:13:04.061042
Learning rate: 0.0001, Weight decay: 0.001, LR adjust start: 40000
Overall Results
ys:rmse   mean=18.903564453125 std=13.904930114746094
ys:nrmse  mean=0.06885941274193362 std=0.04795030173477657
ys:r2     mean=0.3992271170064772 std=0.6972236131482421
ys:adj-r2 mean=1.7292176346123598 std=0.8647042616964027
--------------------
el:rmse   mean=0.01592952199280262 std=0.004513503983616829
el:nrmse  mean=0.09616904997791087 std=0.05375281309331827
el:r2     mean=0.9679273864819194 std=0.016031832583033232
el:adj-r2 mean=1.0386427390570312 std=0.02056922321142881


2020-06-07 21:38:12.032610
Learning rate: 0.0003, Weight decay: 0.001, LR adjust start: 20000
Overall Results
ys:rmse   mean=13.679948806762695 std=7.3062214851379395
ys:nrmse  mean=0.049881348655635496 std=0.02495054239919131
ys:r2     mean=0.6585500364350749 std=0.3138369010086086
ys:adj-r2 mean=1.4154191061796315 std=0.3902286233766622
--------------------
el:rmse   mean=0.015991168096661568 std=0.004360474180430174
el:nrmse  mean=0.09629204341749824 std=0.052863438266387994
el:r2     mean=0.9676111219739342 std=0.015952270400359896
el:adj-r2 mean=1.0390307694473226 std=0.02049231245772416


2020-06-07 22:05:47.526470
Learning rate: 0.0003, Weight decay: 0.001, LR adjust start: 30000
Overall Results
ys:rmse   mean=13.166769027709961 std=7.09306001663208
ys:nrmse  mean=0.04872005456452118 std=0.024853478767966456
ys:r2     mean=0.7375092540316407 std=0.2459609599072673
ys:adj-r2 mean=1.318927557885543 std=0.3069076504645469
--------------------
el:rmse   mean=0.01591309905052185 std=0.004461812321096659
el:nrmse  mean=0.09620466046970692 std=0.05366575996239818
el:r2     mean=0.9681156566480569 std=0.01567060942695907
el:adj-r2 mean=1.0384132076258221 std=0.02013502249885841


2020-06-07 22:36:44.532166
Learning rate: 0.0003, Weight decay: 0.001, LR adjust start: 40000
Overall Results
ys:rmse   mean=19.330982208251953 std=13.528541564941406
ys:nrmse  mean=0.07028015590471945 std=0.046514706920738065
ys:r2     mean=0.36754917520588004 std=0.6707535612527341
ys:adj-r2 mean=1.7661887058938752 std=0.8311684065950313
--------------------
el:rmse   mean=0.01597786322236061 std=0.004456591326743364
el:nrmse  mean=0.09653848898036207 std=0.05366769836494127
el:r2     mean=0.9678638329730381 std=0.015719372086657663
el:adj-r2 mean=1.0387065312737969 std=0.02019929961400837


2020-06-07 23:01:54.020376
Learning rate: 0.0005, Weight decay: 0.001, LR adjust start: 20000
Overall Results
ys:rmse   mean=14.945684432983398 std=8.225224494934082
ys:nrmse  mean=0.05482827752154986 std=0.02837217142807525
ys:r2     mean=0.6231075265642698 std=0.35515908205221425
ys:adj-r2 mean=1.4591585026205827 std=0.4418853013385132
--------------------
el:rmse   mean=0.015905417501926422 std=0.004475621972233057
el:nrmse  mean=0.09597317819465132 std=0.053405504346394204
el:r2     mean=0.9681009989661234 std=0.015749280774243878
el:adj-r2 mean=1.0384292339763816 std=0.020222013984728757


2020-06-07 23:34:05.545983
Learning rate: 0.0005, Weight decay: 0.001, LR adjust start: 30000
Overall Results
ys:rmse   mean=14.929388046264648 std=10.374244689941406
ys:nrmse  mean=0.05443286855825023 std=0.03583910398155686
ys:r2     mean=0.6016856297165493 std=0.4311399285996938
ys:adj-r2 mean=1.4863238179310492 std=0.5354505314239848
--------------------
el:rmse   mean=0.016179019585251808 std=0.004277302883565426
el:nrmse  mean=0.09739222075203666 std=0.05292286426761045
el:r2     mean=0.9667706252680791 std=0.01626955506719503
el:adj-r2 mean=1.0400491843540318 std=0.020916707145889037


2020-06-08 00:06:50.015976
Learning rate: 0.0005, Weight decay: 0.001, LR adjust start: 40000
Overall Results
ys:rmse   mean=18.47438621520996 std=16.939191818237305
ys:nrmse  mean=0.06696023690804498 std=0.05912048310116676
ys:r2     mean=0.3299307767126508 std=0.9324514417014829
ys:adj-r2 mean=1.821078762422815 std=1.1549828439126808
--------------------
el:rmse   mean=0.01593359000980854 std=0.004413230810314417
el:nrmse  mean=0.0964690812195056 std=0.05359990010224054
el:r2     mean=0.9682647974233098 std=0.015118623479470633
el:adj-r2 mean=1.0382233139126962 std=0.019472220547418536


2020-06-08 00:31:35.502814
Learning rate: 0.001, Weight decay: 0.001, LR adjust start: 20000
Overall Results
ys:rmse   mean=16.17243194580078 std=8.633681297302246
ys:nrmse  mean=0.06085002238686834 std=0.03158092550059355
ys:r2     mean=0.6269350378047276 std=0.37508445113685995
ys:adj-r2 mean=1.456729062236339 std=0.46652078456204177
--------------------
el:rmse   mean=0.015976618975400925 std=0.004304877482354641
el:nrmse  mean=0.0963286162620511 std=0.05247093742486299
el:r2     mean=0.9681633931971045 std=0.014724727047262982
el:adj-r2 mean=1.0383243634347388 std=0.018991466430837826


2020-06-08 00:59:00.624337
Learning rate: 0.001, Weight decay: 0.001, LR adjust start: 30000
Overall Results
ys:rmse   mean=14.009920120239258 std=10.649675369262695
ys:nrmse  mean=0.05054303730537174 std=0.036790774988985024
ys:r2     mean=0.5914206802970965 std=0.4408560763773389
ys:adj-r2 mean=1.4999014730498972 std=0.5472787518152713
--------------------
el:rmse   mean=0.01563631184399128 std=0.00449801329523325
el:nrmse  mean=0.09429412295979768 std=0.05298397075308963
el:r2     mean=0.968902611615903 std=0.015965486054014478
el:adj-r2 mean=1.037479058021829 std=0.02044509927423196


